id,filename,passage_id,material,tcValue,pressure,me_method,text
0,PR06014617,4|4,x = 0.10,30,,,"The measured T c 's are 30, 37.7, 36, 27.5 and 20.3 K for x = 0.10, 0.15, 0.20, 0.22 and 0.24, re- spectively."
309,xing2014theAnomaly,8|5,LiFeAs crystal,∼ 16 K,,magnetic susceptibility,"The magnetic susceptibility of LiFeAs crystal shown in figure 2(b) suggests bulk superconductivity with T c ∼ 16 K, which is defined by the bifurcation point between ZFC and FC magnetic susceptibility as consistent with transport data."
310,xing2014theAnomaly,9|0,Cu doping level of 7%,∼3 K,,,"shown in figure 2(a) and figure 2(b), the T c of Li(Fe 1−x Cu x )As is gradually suppressed, reaching to ∼3 K at the Cu doping level of 7%."
311,kotegawa2008abrupt,0|0,SrFe 2 As 2,34 K,,Resistivity,Abrupt Emergence of Pressure-Induced Superconductivity of 34 K in SrFe 2 As 2: A Resistivity Study under Pressure
312,kotegawa2008abrupt,1|3,SrFe2As2,34.1 K,3.6 − 3.7 GPa,,
313,kotegawa2008abrupt,3|0,F-doped system LaFeAsO 1−x F x (ZrCuSiAs-type struc- ture),26 K,,,"After the discovery of superconductivity at 26 K in F-doped system LaFeAsO 1−x F x (ZrCuSiAs-type struc- ture), 1 various Fe-based materials have been reported to show superconductivity."
314,kotegawa2008abrupt,4|6,SrFe 2 As 2,10 K,8 GPa,resistivity,
315,kotegawa2008abrupt,5|2,single-crystalline samples of SrFe 2 As 2,34 K,3.5 GPa,resistivity,
316,kotegawa2008abrupt,8|6,SrFe 2 As 2,34.1 K,3.77 GPa,resistance,
317,kotegawa2008abrupt,8|7,(Ba 0.6 K 0.4 )Fe 2 As 2 and (K 0.4 Sr 0.6 )Fe 2 As 2,37 − 38 K,,,This T c is close to 37 − 38 K of the doped sys- tems (Ba 0.6 K 0.4 )Fe 2 As 2 and (K 0.4 Sr 0.6 )Fe 2 As 2 . 
318,kotegawa2008abrupt,8|10,,30 K,4.15 GPa,,
319,kotegawa2008abrupt,9|3,SrFe 2 As 2,34.1 K,3.6 − 3.7 GPa,,
320,kotegawa2008abrupt,13|2,SrFe 2 As 2,∼ 27 K,2.8 GPa,,
321,kotegawa2008abrupt,13|5,,below 10 K,8 GPa,resistance,"The onset of super- conductivity was observed in a wide pressure range, and zero resistance below 10 K was realized at a high pres- sure of 8 GPa."
322,kotegawa2008abrupt,14|2,SrFe 2 As 2,34.1 K,3.6 − 3.7 GPa,resistivity,
323,kotegawa2008abrupt,14|2,doped systems,37 − 38 K,,,"The maximum T c was 34.1 K for the pressure-induced superconductivity in stoichiometric SrFe 2 As 2 , which is close to 37 − 38 K of the doped systems."
324,kotegawa2008abrupt,15|5,SrFe 2 As 2,34.1 K,3.77 GPa,,
325,yamaguchi2014ac,1|1,LiFeAs,17 K,0 GPa,,
326,yamaguchi2014ac,1|1,LiFeAs,10 K,5.2 GPa,,
327,yamaguchi2014ac,5|1,,18 K,0 GPa,,Gooch et al. investigated the change in T c at pressures up to 1.8 GPa: T c decreased from 18 K at 0 GPa to 15.3 K at 1.8 GPa.
328,yamaguchi2014ac,5|1,,15.3 K,1.8 GPa,,Gooch et al. investigated the change in T c at pressures up to 1.8 GPa: T c decreased from 18 K at 0 GPa to 15.3 K at 1.8 GPa.
329,yamaguchi2014ac,10|2,LiFeAs,17.1 K,0 GPa,AC magnetic susceptibility,
330,yamaguchi2014ac,10|2,LiFeAs,13.2 K,4.3 GPa,AC magnetic susceptibility,
331,yamaguchi2014ac,10|5,LiFeAs,16.8 K,0 GPa,AC magnetic susceptibility,
332,yamaguchi2014ac,10|5,LiFeAs,10 K,5.2 GPa,AC magnetic susceptibility,
333,sun2012re-emerging,1|3,,32 K,1 GPa,,"Here we report the observations of an unexpected phenomenon in superconducting iron chalcogenides that after the T C dropped from the maximum of 32 K at 1 GPa and vanished (< 4 K) above 9.5 GPa, a second superconducting region with considerably higher T C than the first maximum suddenly reemerged above 11.5 GPa."
334,sun2012re-emerging,1|4,Tl 0.6 Rb 0.4 Fe 1.67 Se 2,48.0-48.7 K,,,"The T C of the reemerging superconducting phase reaches 48.0-48.7 K for Tl 0.6 Rb 0.4 Fe 1.67 Se 2 , K 0.8 Fe 1.7 Se 2 and K 0.8 Fe 1.78 Se 2 , setting a new T C record for iron chalcogenide superconductors."
335,sun2012re-emerging,1|4,K 0.8 Fe 1.7 Se 2,48.0-48.7 K,,,"The T C of the reemerging superconducting phase reaches 48.0-48.7 K for Tl 0.6 Rb 0.4 Fe 1.67 Se 2 , K 0.8 Fe 1.7 Se 2 and K 0.8 Fe 1.78 Se 2 , setting a new T C record for iron chalcogenide superconductors."
336,sun2012re-emerging,1|4,K 0.8 Fe 1.78 Se 2,48.0-48.7 K,,,"The T C of the reemerging superconducting phase reaches 48.0-48.7 K for Tl 0.6 Rb 0.4 Fe 1.67 Se 2 , K 0.8 Fe 1.7 Se 2 and K 0.8 Fe 1.78 Se 2 , setting a new T C record for iron chalcogenide superconductors."
337,sun2012re-emerging,3|4,Tl 0.6 Rb 0.4 Fe 1.67 Se 2 single crystals,33 K,1.6 GPa,resistance,
338,sun2012re-emerging,3|5,Tl 0.6 Rb 0.4 Fe 1.67 Se 2 single crystals,48.0 K,12.4 GPa,,
339,sun2012re-emerging,5|0,Tl 0.6 Rb 0.4 Fe 1.67 Se 2,40.2 K,12.2 GPa,magnetic,
340,sun2012re-emerging,6|1,,32 K,0.8-1.6 GPa,,The initial T C of 32 K at 0.8-1.6 GPa decreased monotonically with increasing pressure and became undetectable at 9.2 GPa.
341,sun2012re-emerging,6|2,K 0.8 Fe 1.7 Se 2,48.7 K,12.5 GPa,,"At a slightly increased pressure, the second superconducting phase of K 0.8 Fe 1.7 Se 2 reemerged and reached the maximum T C of 48.7 K at 12.5 GPa."
342,sun2012re-emerging,7|4,K 0.8 Fe 1.7 Se 2,48.7 K,,,"The SC-II region has a maximum T C of 48.7 K for K 0.8 Fe 1.7 Se 2 and 48.0 K for Tl 0.6 Rb 0.4 Fe 1.67 Se 2 , setting the new T C record in chalcogenide superconductors."
343,sun2012re-emerging,7|4,Tl 0.6 Rb 0.4 Fe 1.67 Se 2,48.0 K,,,"The SC-II region has a maximum T C of 48.7 K for K 0.8 Fe 1.7 Se 2 and 48.0 K for Tl 0.6 Rb 0.4 Fe 1.67 Se 2 , setting the new T C record in chalcogenide superconductors."
344,sun2012re-emerging,11|4,K 0.8 Fe 1.7 Se 2,48.7 K,12.5 GPa,,The maximum T C is found to be 48.7 K in K 0.8 Fe 1.7 Se 2 at pressure of 12.5 GPa.
345,sun2012re-emerging,15|4,Tl 0.6 Rb 0.4 Fe 1.67 Se 2,48 K,,,
346,sun2012re-emerging,17|3,K 0.8 Fe 1.7 Se 2,48.7 K,12.5 GPa,resistance,
347,piva2015combined,1|1,pure BaFe 2 As 2,4.2 K,,,"At ambient pressure, the Cu-substitution is known to suppress the spin density wave (SDW) phase in pure BaFe 2 As 2 (T SDW ≈ 140 K) and to induce a superconducting (SC) dome with a maximum transition temperature T max c 4.2 K."
348,piva2015combined,1|7,BaFe 2−x Cu x As 2,8 K,,,
349,piva2015combined,1|8,x = 0.02,30 K,,,"Remarkably interesting, the under-doped samples, e.g. x = 0.02 display a maximum pressure induced T c 30 K which is comparable to the maximum T c 's found for the pure compound under external pressures."
350,piva2015combined,3|0,RFeAsO (R = La − Gd),as high as 56 K,,,"The Fe-based superconductors RFeAsO (R = La − Gd) and AFe 2 As 2 (A = Ba, Sr, Ca, Eu), with superconducting transition temperatures (T c ) as high as 56 K, have become focus of intense scientific investigation since their discovery."
351,piva2015combined,3|0,"AFe 2 As 2 (A = Ba, Sr, Ca, Eu)",as high as 56 K,,,"The Fe-based superconductors RFeAsO (R = La − Gd) and AFe 2 As 2 (A = Ba, Sr, Ca, Eu), with superconducting transition temperatures (T c ) as high as 56 K, have become focus of intense scientific investigation since their discovery."
352,piva2015combined,4|4,BaFe 2−x Cu x As 2,5 K,,,"Moreover, the inexpressive maximum T c ∼ 5 K observed in BaFe 2−x Cu x As 2 within a narrow range of Cu 2+ concentrations contrasts with T c ∼ 26 K observed for Co-substituted samples ."
353,piva2015combined,4|4,Co-substituted,26 K,,,"Moreover, the inexpressive maximum T c ∼ 5 K observed in BaFe 2−x Cu x As 2 within a narrow range of Cu 2+ concentrations contrasts with T c ∼ 26 K observed for Co-substituted samples ."
354,piva2015combined,5|2,Cu-substituted BaFe 2 As 2 single crystals,8 K,,,
355,piva2015combined,5|3,x = 0.02,30 K,,,"Interestingly, for lower Cu- concentration x = 0.02 the sample displays a maximum pressure-induced T c of 30 K which is comparable to the maximum T c found for the pure compound under pressure."
356,piva2015combined,10|4,BaFe 2−x Cu x As 2,29 K,2.8 GPa,,
357,piva2015combined,10|4,BaFe 2−x Cu x As 2,29 K,3.4 GPa,,
358,piva2015combined,10|5,BaFe 2−x Cu x As 2,29 K,,,
359,piva2015combined,10|6,,31 K,4.0 GPa,,At P op ≈ 4.0 GPa a sharp SC transition is established with a T c ≈ 31 K.
360,piva2015combined,12|2,BaFe 2−x Cu x As 2,8 K,,,
361,piva2015combined,12|3,x = 0.02,30 K,,,"Remarkably, the low concentration sample x = 0.02 showed a maximum pressure induced T c of about 30 K, which is comparable to the maximum T c 's found in the pure compound under external pressure."
362,wang2011effect,3|4,LaO 1−x F x FeAs,26 K,,,"Soon after the discovery of superconductivity in LaO 1−x F x FeAs with T c ∼ 26 K , applying external pressure on the superconductor enhances T c up to 43 K ."
363,wang2011effect,3|4,LaO 1−x F x FeAs,up to 43 K,,,"Soon after the discovery of superconductivity in LaO 1−x F x FeAs with T c ∼ 26 K , applying external pressure on the superconductor enhances T c up to 43 K ."
364,wang2011effect,8|5,NaFeAs,31 K,3 GPa,,
365,wang2011effect,11|3,NaFeAs,31 K,3 GPa,,"For NaFeAs, T c is enhanced by pressure up to a maximum of 31 K at about 3 GPa before decreases at higher pressure."
366,kotegawa2009contrasting,1|2,Sr2VFeAsO3,36.4 K,,,
367,kotegawa2009contrasting,1|2,Sr2VFeAsO3,46.0 K,4 GPa,,
368,kotegawa2009contrasting,1|4,Sr2ScFePO3,∼ 16 K,,,
369,kotegawa2009contrasting,1|4,Sr2ScFePO3,5 K,4 GPa,,
370,kotegawa2009contrasting,3|4,FeSe,8 K,ambient pressure,,"The T c of FeSe, which is 8 K at ambient pressure, increases markedly under pressure, accompanied by a decrease in h P n ."
371,kotegawa2009contrasting,5|0,Sr 2 ScFePO 3,17 K,,,"Ogino et al. have reported a superconductivity of 17 K in Sr 2 ScFePO 3 , which is the highest T c among those of FeP systems. 9) On the other hand, Zhu et al. have re- ported a superconductivity of 37 K in Sr 2 VFeAsO 3 . 10) These compounds have a highly two-dimensional crys- tal structure from which good nesting properties are ex- pected."
372,kotegawa2009contrasting,5|0,Sr 2 VFeAsO 3,37 K,,,"Ogino et al. have reported a superconductivity of 17 K in Sr 2 ScFePO 3 , which is the highest T c among those of FeP systems. 9) On the other hand, Zhu et al. have re- ported a superconductivity of 37 K in Sr 2 VFeAsO 3 . 10) These compounds have a highly two-dimensional crys- tal structure from which good nesting properties are ex- pected."
373,kotegawa2009contrasting,10|1,Sr 2 ScFePO 3,15.6 K,ambient pressure,resistance,
374,kotegawa2009contrasting,10|1,Sr 2 ScFePO 3,8.4 K,ambient pressure,resistance,
375,kotegawa2009contrasting,10|3,Sr 2 ScFePO 3,15 − 17 K,,resistivity,
376,kotegawa2009contrasting,15|3,Sr 2 VFeAsO 3,46 K,4 GPa,resistivity,
377,kotegawa2009contrasting,16|1,Sr 2 VFeAsO 3,36.4 K,,resistivity,
378,kotegawa2009contrasting,16|1,Sr 2 VFeAsO 3,32.5 K,ambient pressure,resistivity,
379,kotegawa2009contrasting,16|1,Sr 2 VFeAsO 3,46.0 K,,resistivity,
380,kotegawa2009contrasting,16|1,,43.2 K,4.15 GPa,resistivity,
381,ivanovskii2008newHigh,1|0,fluorine-doped oxyarsenide LaO 1-x F x FeAs,26 K,,,"The discovery in February 2008 of superconductivity with the transition temperature about 26 K in fluorine-doped oxyarsenide LaO 1-x F x FeAs stimulated numerous studies of superconducting and other physical properties of this and re- lated materials, resulting in a new family of high-temperature (T c $ 26 ± 55 K) superconductors."
382,ivanovskii2008newHigh,2|0,fluorine- doped iron and lanthanum oxyarsenide LaO 1Àx F x FeAs,26 K,,,"In February 2008, the authors of announced the discovery of a T c $ 26 K superconducting transition in a fluorine- doped iron and lanthanum oxyarsenide LaO 1Àx F x FeAs, which is a representative of the large group of layered quaternary phases, the so-called oxypnictides of rare-earth (Ln) and transition (M) metals LnOMPn, where Pn is pnictogen (p is an element of the nitrogen subgroup)."
383,ivanovskii2008newHigh,5|2,LaO 1Àx F x FeAs,26 K,,,"In addition to LaO 1Àx F x FeAs (T c $ 26 K), the group of these superconduc- tors includes LnOFeAs oxyarsenides of the majority of light rare-earth metals Ln Ce, Pr, Nd, Sm, Gd, Tb, and Dy."
384,ivanovskii2008newHigh,6|2,fluorine-doped samarium oxyarsenide SmO 1Àx F x FeAs,56 K,,,Simulation of the band structure and properties of superconducting oxypnictides 1245 4.1 Band calculations; 4.2 Simulation of oxypnictide properties; 4.3 Theoretical models of superconductivity in oxypnictides critical temperature T c $ 56 K detected for a number of fluorine-doped samarium oxyarsenide SmO 1Àx F x FeAs sam- ples belonging to this group of compounds is now the maximum shown for the available superconducting systems of this class.
385,ivanovskii2008newHigh,6|3,NdO 1Àx FeAs,51 K,,,"The other group of oxyarsenide superconductors was obtained by means of LnOFeAs hole doping, which can, in particular, be attained by forming vacancies in the oxygen sublattice (nonstoichiometric LnO 1Àx FeAs compositions with the maximum T c $ 51 K for NdO 1Àx FeAs and T c $ 55 K for SmO 1Àx FeAs ) or substituting a bivalent, e.g., Ln 3 ion for a trivalent Sr 2 ion ."
386,ivanovskii2008newHigh,6|3,SmO 1Àx FeAs,55 K,,,"The other group of oxyarsenide superconductors was obtained by means of LnOFeAs hole doping, which can, in particular, be attained by forming vacancies in the oxygen sublattice (nonstoichiometric LnO 1Àx FeAs compositions with the maximum T c $ 51 K for NdO 1Àx FeAs and T c $ 55 K for SmO 1Àx FeAs ) or substituting a bivalent, e.g., Ln 3 ion for a trivalent Sr 2 ion ."
387,ivanovskii2008newHigh,8|3,Ba 1Àx K x Fe 2 As 2,37 ± 38 K,,,The maximum T c values currently registered for AFe 2 As 2 - based 122 superconductors are nearly 37 ± 38 K for Ba 1Àx K x Fe 2 As 2 and Sr 1Àx Cs x Fe 2 As 2 systems .
388,ivanovskii2008newHigh,8|3,Sr 1Àx Cs x Fe 2 As 2,37 ± 38 K,,,The maximum T c values currently registered for AFe 2 As 2 - based 122 superconductors are nearly 37 ± 38 K for Ba 1Àx K x Fe 2 As 2 and Sr 1Àx Cs x Fe 2 As 2 systems .
389,ivanovskii2008newHigh,8|4,LiFeAs,18 K,,,"We also note the recently synthesized LiFeAs super- conductor (with the maximum T c $ 18 K for the Li 0:6 FeAs composition), which may perhaps open a third group of the so-called 111-superconductors."
390,ivanovskii2008newHigh,8|4,Li 0:6 FeAs,18 K,,,"We also note the recently synthesized LiFeAs super- conductor (with the maximum T c $ 18 K for the Li 0:6 FeAs composition), which may perhaps open a third group of the so-called 111-superconductors."
391,ivanovskii2008newHigh,14|9,NdO 1Àx F x FeAs,50À51 K,,,"As an illustration, we briefly present possible ways of obtaining neodymium-containing oxyarsenide NdO 1Àx F x FeAs; whose samples exhibit the critical temperature T c $ 50À51 K close to the highest record for this class of materials."
392,ivanovskii2008newHigh,18|5,SmO 0:7 F 0:3 FeAs,54.6-K,,,"The authors of developed the so-called single-stage method, which was applied successfully to obtain super- conducting 54.6-K SmO 0:7 F 0:3 FeAs samples."
393,ivanovskii2008newHigh,19|6,LaO 1Àx F x FeAs,close to 24 K,,resistance,
394,ivanovskii2008newHigh,45|0,LaOFeP,6 K,,,"As has already been noted, the majority of known ideal undoped tetragonal ZrCuSiAs-type LnOMPn oxypnictides are not superconductors, and only some phases (e.g., LaOFeP or LaONiP [see ]) exhibit a low-temperature (T c < 6 K) transition to the superconducting state ."
395,ivanovskii2008newHigh,45|0,LaONiP,6 K,,,"As has already been noted, the majority of known ideal undoped tetragonal ZrCuSiAs-type LnOMPn oxypnictides are not superconductors, and only some phases (e.g., LaOFeP or LaONiP [see ]) exhibit a low-temperature (T c < 6 K) transition to the superconducting state ."
396,ivanovskii2008newHigh,45|3,LaFe 4 P 12,4:1 K,,,"On the other hand, detailed studies of highly certified LaOFeP samples have not revealed any superconducting transition (at tem- peratures up to T $ 0:35 K), and reports on the super- conductivity of this oxyphluoride were explained in either by the nonstoichiometry of the investigated samples in oxygen or by the presence in them of impurity phases such as LaFe 4 P 12 (T c 4:1 K [103]) or metallic lanthanum (T c 6:9 K), whereas the stoichiometric LaOFeP is an ordinary paramagnetic metal."
397,ivanovskii2008newHigh,45|3,lanthanum,6:9 K,,,"On the other hand, detailed studies of highly certified LaOFeP samples have not revealed any superconducting transition (at tem- peratures up to T $ 0:35 K), and reports on the super- conductivity of this oxyphluoride were explained in either by the nonstoichiometry of the investigated samples in oxygen or by the presence in them of impurity phases such as LaFe 4 P 12 (T c 4:1 K [103]) or metallic lanthanum (T c 6:9 K), whereas the stoichiometric LaOFeP is an ordinary paramagnetic metal."
398,ivanovskii2008newHigh,46|0,LaOFeP,26 K,,,
399,ivanovskii2008newHigh,47|0,LaOFeAs,26 K,,,"As was shown in the pioneering work , the critical temperature T c $ 26 K for LaOFeAs could be obtained when the oxygen sublattice was doped with fluorine, LaO 1Àx F x FeAs (x 0:12À0:15), T c $ 26 K."
400,ivanovskii2008newHigh,47|0,LaO 1Àx F x FeAs (x 0:12À0:15),26 K,,,"As was shown in the pioneering work , the critical temperature T c $ 26 K for LaOFeAs could be obtained when the oxygen sublattice was doped with fluorine, LaO 1Àx F x FeAs (x 0:12À0:15), T c $ 26 K."
401,ivanovskii2008newHigh,47|1,"LnOFeAs phases (Ln Ce, Pr, Nd, Sm, Gd)",37 K,,,"This technique was immediately used for a number of related LnOFeAs phases (Ln Ce, Pr, Nd, Sm, Gd), with the result that a family of new HTSCs was discovered with the critical , and T c $ 37 K (GdO 1Àx F x FeAs) ."
402,ivanovskii2008newHigh,47|1,GdO 1Àx F x FeAs,37 K,,,"This technique was immediately used for a number of related LnOFeAs phases (Ln Ce, Pr, Nd, Sm, Gd), with the result that a family of new HTSCs was discovered with the critical , and T c $ 37 K (GdO 1Àx F x FeAs) ."
403,ivanovskii2008newHigh,47|2,TbO 1Àx F x FeAs,46 K,,,"Furthermore, fluorine-doped terbium and dysprosium oxyarsenides TbO 1Àx F x FeAs (T c $ 46 K) and DyO 1Àx F x FeAs (T c $ 45 K) with unstable stoichio- metric (TbDy)OFeAs phases have been synthesized for the first time ."
404,ivanovskii2008newHigh,47|2,DyO 1Àx F x FeAs,45 K,,,"Furthermore, fluorine-doped terbium and dysprosium oxyarsenides TbO 1Àx F x FeAs (T c $ 46 K) and DyO 1Àx F x FeAs (T c $ 45 K) with unstable stoichio- metric (TbDy)OFeAs phases have been synthesized for the first time ."
405,ivanovskii2008newHigh,48|1,Gd 1Àx Th x OFeAs,55 K,,,"As a result, the superconductors Gd 1Àx Th x OFeAs (T c $ 55 K) and Tb 1Àx Th x OFeAs (T c $ 52 K) were successfully synthesized ."
406,ivanovskii2008newHigh,48|1,Tb 1Àx Th x OFeAs,52 K,,,"As a result, the superconductors Gd 1Àx Th x OFeAs (T c $ 55 K) and Tb 1Àx Th x OFeAs (T c $ 52 K) were successfully synthesized ."
407,ivanovskii2008newHigh,50|1,La 0:85 Sr 0:15 O 0:87 FeAs,8 K,,,"At the same time, an attempted double hole doping (i.e., a simultaneous creation of oxygen vacancies and a partial substitution of strontium for lanthanum atoms in LaOFeAs) has led to a dramatic decrease in T c : for an La 0:85 Sr 0:15 O 0:87 FeAs sample, the temperature T c $ 8 K was obtained ."
408,ivanovskii2008newHigh,50|5,LaO 1Àx F x FeAs,26 K,,,Compared to T c $ 26 K of the oxyarsenide LaO 1Àx F x FeAs; the critical temperature of LaO 0:9 F 0:1 FeAs 1Àx changes little (T c $ 26À28 K) .
409,ivanovskii2008newHigh,50|5,LaO 0:9 F 0:1 FeAs 1Àx,26À28 K,,,Compared to T c $ 26 K of the oxyarsenide LaO 1Àx F x FeAs; the critical temperature of LaO 0:9 F 0:1 FeAs 1Àx changes little (T c $ 26À28 K) .
410,ivanovskii2008newHigh,55|0,La 0:89 F 0:11 FeAs,from 26 K,0,,"Special studies of the effect of pressure for samples of the nominal composition La 0:89 F 0:11 FeAs [6, 50] revealed a nonmonotonic increase in T c from 26 K at P 0 to the maximum value T c $ 43 K at P 4 GPa."
411,ivanovskii2008newHigh,55|0,La 0:89 F 0:11 FeAs,43 K,4 GPa,,"Special studies of the effect of pressure for samples of the nominal composition La 0:89 F 0:11 FeAs [6, 50] revealed a nonmonotonic increase in T c from 26 K at P 0 to the maximum value T c $ 43 K at P 4 GPa."
412,ivanovskii2008newHigh,56|0,CeO 0:88 F 0:12 FeAs,47 K,,,"Comparative studies of the dependence T c =P for oxyarsenides with different REMs, La 0:89 F 0:11 FeAs and CeO 0:88 F 0:12 FeAs, showed () that T c reaches its maximum in the pressure range 1 ± 6.8 GPa for La 0:89 F 0:11 FeAs, but when pressure is applied to a CeO 0:88 F 0:12 FeAs sample, T c decreases monotonically (from 47 K) to 4.5 K at P 19 GPa."
413,ivanovskii2008newHigh,56|0,CeO 0:88 F 0:12 FeAs,4.5 K,P 19 GPa,,"Comparative studies of the dependence T c =P for oxyarsenides with different REMs, La 0:89 F 0:11 FeAs and CeO 0:88 F 0:12 FeAs, showed () that T c reaches its maximum in the pressure range 1 ± 6.8 GPa for La 0:89 F 0:11 FeAs, but when pressure is applied to a CeO 0:88 F 0:12 FeAs sample, T c decreases monotonically (from 47 K) to 4.5 K at P 19 GPa."
414,ivanovskii2008newHigh,57|1,SmO 0:85 F 0:15 FeAs,25.6 K,1 GPa,,"An analysis of the experimental results for a series of SmO 1Àx F x FeAs samples, both nonsuperconducting (x 0 and 0.05) and superconducting (x 0:15 and 0.30), revealed that T c increases for SmO 0:85 F 0:15 FeAs at the rate $ 0:9 K GPa À1 in the interval 0 < P < 1 GPa À1 and remains practically unchanged (25.6 K) with a further increase in pressure."
415,ivanovskii2008newHigh,59|0,LaO 0:89 F 0:11 FeAs,26 K,,,The authors of measured the resistance R of super- conducting (T c 26 K) LaO 0:89 F 0:11 FeAs depending on the strength of the applied external field B (parallel and perpendicular to the lamellar sample surface) generated by a hybrid magnet at different temperatures (.
416,ivanovskii2008newHigh,69|1,LaO 1Àx F x FeAs,24 K,,,
417,ivanovskii2008newHigh,70|1,LaO 1Àx F x FeAs,24 K,,,
418,ivanovskii2008newHigh,70|2,LaO 0:94 F 0:06 FeP,5 K,,,"Similar ES experiments [137] for LaO 0:89 F 0:11 FeAs and LaO 0:94 F 0:06 FeP samples allowed estimating the pseudogap for LaO 0:89 F 0:11 FeAs as DE $ 0:1 eV; at the same time, the pseudogap was found to be absent from the low-temperature (T c 5 K) superconductor LaO 0:94 F 0:06 FeP."
419,ivanovskii2008newHigh,72|0,LaOFeP,7 K,,,"M ossbauer (nuclear gamma-resonance, NGR) spectro- scopy on Fe nuclei was used to investigate the magnetic, electron, and structural characteristics of LaOFeAs and 1111 superconductors: LaO 0:89 F 0:11 FeAs [144], LaO 0:9 FeAs [146], SmO 0:85 FeAs, and superconducting LaOFeP (T c 7 K) ."
420,ivanovskii2008newHigh,76|2,SmO 0:85 FeAs,52:4 K,,,"Similar results were obtained for an SmO 0:85 FeAs sample with an oxygen deficit , for which the changes in the NGR Fe spectra in the superconducting region (T < T c 52:4 K) were considered to be due to the occurrence of magnetic ordering in FeAs layers."
421,ivanovskii2008newHigh,77|0,LaOFeP,7 K,,,"In contrast to the LaOFeAs case, the NGR 57 Fe spectra for the low-temperature superconductor LaOFeP have a singlet form in the entire investigated temperature range (4 ± 298 K) , and only exhibit some broadening at T < T c 7 K."
422,ivanovskii2008newHigh,80|4,La 1:85 Sr 0:15 CuO 4,38 K,,,"According to the theory in , l ab $ l=1:23 for anisotropic media, and hence l ab $ 175 nm for LaO 0:89 F 0:11 FeAs, which is suffi- ciently close to the value l ab $ 250 nm for the HTSC cuprate La 1:85 Sr 0:15 CuO 4 with the comparable value T c 38 K."
423,ivanovskii2008newHigh,97|2,LaOFeAs,0:8 K,,Eliashberg equation,
424,ivanovskii2008newHigh,97|2,LaOFeAs,26 K,,experimental,
425,ivanovskii2008newHigh,102|0,LaONiP,3:0 ± 4:2 K,,,"structure of the low-temperature (T c $ 3:0 ± 4:2 K) super- conductor LaONiP ) differs considerably from the LaOFeAs FS structure , which is associated with both the differences in the concentration of valence electrons in the cell of these phases and the stronger covalent Ni ± P interactions compared to Fe ± As interac- tions ."
426,ivanovskii2008newHigh,102|4,LaONiP,26 K,,estimated in the Eliashberg model,"The critical temperature for LaONiP estimated in the Eliashberg model is T c $ 26 K, which agrees well with experiment."
427,ivanovskii2008newHigh,129|0,potassium-doped arsenide Ba 1Àx K x Fe 2 As 2,38 K,,,This assumption was soon perfectly confirmed: samples of potassium-doped arsenide Ba 1Àx K x Fe 2 As 2 showed a super- conducting transition with the maximum temperature T $ 38 K for the composition Ba 0:6 K 0:4 Fe 2 As 2 ; a number of similar superconducting materials were then synthesized with close T c values.
428,ivanovskii2008newHigh,129|0,Ba 0:6 K 0:4 Fe 2 As 2,38 K,,,This assumption was soon perfectly confirmed: samples of potassium-doped arsenide Ba 1Àx K x Fe 2 As 2 showed a super- conducting transition with the maximum temperature T $ 38 K for the composition Ba 0:6 K 0:4 Fe 2 As 2 ; a number of similar superconducting materials were then synthesized with close T c values.
429,ivanovskii2008newHigh,129|1,LaIr 2 Ge 2,5 K,,,"We note that among the ideal (undoped) ternary ThCr 2 Si 2 -like phases, several low- temperature (T c < 5 K) superconductors are known, specifi- cally, LaIr 2 Ge 2 , LaRu 2 P 2 , YIr 2Àx Si 2x , and BaNi 2 P 2."
430,ivanovskii2008newHigh,129|1,LaRu 2 P 2,5 K,,,"We note that among the ideal (undoped) ternary ThCr 2 Si 2 -like phases, several low- temperature (T c < 5 K) superconductors are known, specifi- cally, LaIr 2 Ge 2 , LaRu 2 P 2 , YIr 2Àx Si 2x , and BaNi 2 P 2."
431,ivanovskii2008newHigh,129|1,YIr 2Àx Si 2x,5 K,,,"We note that among the ideal (undoped) ternary ThCr 2 Si 2 -like phases, several low- temperature (T c < 5 K) superconductors are known, specifi- cally, LaIr 2 Ge 2 , LaRu 2 P 2 , YIr 2Àx Si 2x , and BaNi 2 P 2."
432,ivanovskii2008newHigh,129|1,BaNi 2 P 2,5 K,,,"We note that among the ideal (undoped) ternary ThCr 2 Si 2 -like phases, several low- temperature (T c < 5 K) superconductors are known, specifi- cally, LaIr 2 Ge 2 , LaRu 2 P 2 , YIr 2Àx Si 2x , and BaNi 2 P 2."
433,ivanovskii2008newHigh,140|0,Ba 0:6 K 0:4 Fe 2 As 2,38 K,,,"As was shown in the pioneering work , the transition to the superconducting state of the arsenide BaFe 2 As 2 proceeds with a partial substitution of the univalent potassium K 1 for bivalent barium B 2 atoms, i.e., upon hole doping, and the critical temperature for Ba 0:6 K 0:4 Fe 2 As 2 reaches T c $ 38 K."
434,ivanovskii2008newHigh,140|1,Sr 1Àx K; Cs x Fe 2 As 2,37À38 K,,,"An analogous technique allowed obtaining SrFe 2 As 2 -based superconducting compositions by doping with potassium and cesium Sr 1Àx K; Cs x Fe 2 As 2 with very close values T c $ 37À38 K , and also CaFe 2 As 2 -based composi- tions by doping with sodium (T c $ 20 K) ."
