id,filename,passage_id,material,tcValue,pressure,me_method,text
584,MPL0150497-CC,6,δ = 0.024,16 K,,,"We have carried out far-infrared reflectiv- ity measurements of two different samples of La 1.985 Sr 0.015 CuO 4+δ near p c as a function of temperature for ω between ∼ 7 cm −1 and 5000 cm −1 ; one with δ = 0.024 (or p = 0.063 per Cu) which undergoes the superconducting tran- sition at T c = 16 K and the other at δ = 0.032 (or p = 0.07 per Cu) with T c = 26 K defined as the onset temperature of the Meissner effects shown in the inset of and 2b, respec- tively.     Both resistivity ρ vs. T and dρ /dT vs. T curves are depicted in . Al- though they have quite different T c 's, one inter- esting feature in both dρ /dT vs. T curves is a common minimum and maximum observed at ∼ 200K and ∼ 150K.These very similar behaviors suggest that the same physics is in operation for the normal state in both samples. We noted that the Meissner effect signal size of δ = 0.032 sam- ple is larger than that of δ = 0.024 sample.This result indicates that the superconducting state in the δ = 0.032 sample is not due to the forma- tion of oxygen-rich phase.  A smaller Meissner effect is expected since there will be a smaller superconducting volume for samples chemically phase-separated into oxygen rich domains.In- deed, there are only two T c 's, one at ∼ 15 K and the other at ∼ 30 K, observed for the entire under- doped regime in the pure oxygen doped equilib- rium samples.This indicates, besides two chem- ical phases, that two T c's might be coming from two different electronic phases."
585,MPL0150497-CC,6,δ = 0.032,26 K,,,"We have carried out far-infrared reflectiv- ity measurements of two different samples of La 1.985 Sr 0.015 CuO 4+δ near p c as a function of temperature for ω between ∼ 7 cm −1 and 5000 cm −1 ; one with δ = 0.024 (or p = 0.063 per Cu) which undergoes the superconducting tran- sition at T c = 16 K and the other at δ = 0.032 (or p = 0.07 per Cu) with T c = 26 K defined as the onset temperature of the Meissner effects shown in the inset of and 2b, respec- tively.     Both resistivity ρ vs. T and dρ /dT vs. T curves are depicted in . Al- though they have quite different T c 's, one inter- esting feature in both dρ /dT vs. T curves is a common minimum and maximum observed at ∼ 200K and ∼ 150K.These very similar behaviors suggest that the same physics is in operation for the normal state in both samples. We noted that the Meissner effect signal size of δ = 0.032 sam- ple is larger than that of δ = 0.024 sample.This result indicates that the superconducting state in the δ = 0.032 sample is not due to the forma- tion of oxygen-rich phase.  A smaller Meissner effect is expected since there will be a smaller superconducting volume for samples chemically phase-separated into oxygen rich domains.In- deed, there are only two T c 's, one at ∼ 15 K and the other at ∼ 30 K, observed for the entire under- doped regime in the pure oxygen doped equilib- rium samples.This indicates, besides two chem- ical phases, that two T c's might be coming from two different electronic phases."
586,MPL0150497-CC,15,δ = 0.032,26 K,,,"The effective mass of the Wigner lattice (m * ) can be estimated by taking the ratio of the oscilla- tor strength of the collective mode (S GL ) to that of the single particle excitation (S 2∆ ) calculated from the σ 1 (ω) and by applying the sum rule with and S other is the oscillator strength of all other excitations. Using the experimentally estimated oscillator strengths, we found m * ∼ 170 m e at 300 K, ∼ 80 m e at 150 K and ∼ 60 m e at 30 K. This implies that the density waves develop the long- range order at T > 150 K by drawing its strength from the single particle excitations. We shall see later in the oscillator strength vs. T plot that the crossover occurs at T 0 ∼ 200 K. However, we believe that m* is underestimated from the experimental data because the measured reflec- tivity for frequencies above 400 cm −1 is less than true reflectivity due to the ceramic nature of the sample. In addition, symmetric band is assumed to take into account of the spectral weight above 0.5 eV. Fitting for each peak was made using a symmetric Gaussian function as an approxima- tion without taking into account of asymmetry. The Debye frequency (ω D ) of the Wigner lat- tice can be estimated within the harmonic ap- proximation as ω D ≈ (e 2 /ǫ 0 m * L 3 ) 1/2 ∼ 42 cm −1 (∼ 7.8 x 10 12 s −1 ) which gives the Debye temper- ature (θ D ) of 60 K with ǫ 0 ∼ 10, the static di- electric constant of the underlying CuO 2 lattice, and m * ∼ 60m e . Therefore, we expect the linear T-dependence down to 0.2θ D ∼ 12 K 29 since the main energy dissipation channel for electrons is the scattering with the acoustic phonons of the Wigner lattice. Through the oscillator strength calculation, we found only ∼ 0.42 % of the doped carriers are contributing to the Drude-like con- ductivity at T = 300 K which is consistent with the value estimated from the plasma frequency. This is 50% of the available free carriers at p = 0.063 doping. At 300 K, the other 50% may occupy the single particle excited states of the Wigner lattice that might contribute to the inco- herent background conductivity. The deviation from the linear T-dependence of the resistivity in under-doped cuprates is due to additional scat- tering with the lattice defects and domain bound- aries whose fluctuation is dynamic as the Wigner lattice formation is not complete at finite temper- atures. σ 1 (ω) of δ = 0.032 sample, which undergoes the superconducting transition at T c ∼ 26 K, is dis- played in .   For δ = 0.032 sample, there are two more structures in σ 1 (ω) in addition to those found in δ = 0.024 sample: A sharp peak at ω ∼ 46 cm −1 and a broader one peaked at ω ∼ 70 cm −1 . Since we know that the δ = 0.032 sample is right at the fast transition region from a T c ∼ 15K state to a T c ∼ 30K state.It is plausible that the observed σ 1 (ω) of δ = 0.032 sample comes from two different contributions; one comes from the T c = 16 K phase (LT c ) seen in δ = 0.024 sample and the other from the T c = 30 K phase (HT c ).  Then, the two new features belong to HT c phase and have their origin in a different Wigner lattice ground state.We identify that the ∼ 46 cm −1 mode corresponds to the collective mode of this new Wigner lattice, ω GH ."
587,MPL0150497-CC,15,δ = 0.032,15K,,,"The effective mass of the Wigner lattice (m * ) can be estimated by taking the ratio of the oscilla- tor strength of the collective mode (S GL ) to that of the single particle excitation (S 2∆ ) calculated from the σ 1 (ω) and by applying the sum rule with and S other is the oscillator strength of all other excitations. Using the experimentally estimated oscillator strengths, we found m * ∼ 170 m e at 300 K, ∼ 80 m e at 150 K and ∼ 60 m e at 30 K. This implies that the density waves develop the long- range order at T > 150 K by drawing its strength from the single particle excitations. We shall see later in the oscillator strength vs. T plot that the crossover occurs at T 0 ∼ 200 K. However, we believe that m* is underestimated from the experimental data because the measured reflec- tivity for frequencies above 400 cm −1 is less than true reflectivity due to the ceramic nature of the sample. In addition, symmetric band is assumed to take into account of the spectral weight above 0.5 eV. Fitting for each peak was made using a symmetric Gaussian function as an approxima- tion without taking into account of asymmetry. The Debye frequency (ω D ) of the Wigner lat- tice can be estimated within the harmonic ap- proximation as ω D ≈ (e 2 /ǫ 0 m * L 3 ) 1/2 ∼ 42 cm −1 (∼ 7.8 x 10 12 s −1 ) which gives the Debye temper- ature (θ D ) of 60 K with ǫ 0 ∼ 10, the static di- electric constant of the underlying CuO 2 lattice, and m * ∼ 60m e . Therefore, we expect the linear T-dependence down to 0.2θ D ∼ 12 K 29 since the main energy dissipation channel for electrons is the scattering with the acoustic phonons of the Wigner lattice. Through the oscillator strength calculation, we found only ∼ 0.42 % of the doped carriers are contributing to the Drude-like con- ductivity at T = 300 K which is consistent with the value estimated from the plasma frequency. This is 50% of the available free carriers at p = 0.063 doping. At 300 K, the other 50% may occupy the single particle excited states of the Wigner lattice that might contribute to the inco- herent background conductivity. The deviation from the linear T-dependence of the resistivity in under-doped cuprates is due to additional scat- tering with the lattice defects and domain bound- aries whose fluctuation is dynamic as the Wigner lattice formation is not complete at finite temper- atures. σ 1 (ω) of δ = 0.032 sample, which undergoes the superconducting transition at T c ∼ 26 K, is dis- played in .   For δ = 0.032 sample, there are two more structures in σ 1 (ω) in addition to those found in δ = 0.024 sample: A sharp peak at ω ∼ 46 cm −1 and a broader one peaked at ω ∼ 70 cm −1 . Since we know that the δ = 0.032 sample is right at the fast transition region from a T c ∼ 15K state to a T c ∼ 30K state.It is plausible that the observed σ 1 (ω) of δ = 0.032 sample comes from two different contributions; one comes from the T c = 16 K phase (LT c ) seen in δ = 0.024 sample and the other from the T c = 30 K phase (HT c ).  Then, the two new features belong to HT c phase and have their origin in a different Wigner lattice ground state.We identify that the ∼ 46 cm −1 mode corresponds to the collective mode of this new Wigner lattice, ω GH ."
588,MPL0150497-CC,15,δ = 0.032,30K,,,"The effective mass of the Wigner lattice (m * ) can be estimated by taking the ratio of the oscilla- tor strength of the collective mode (S GL ) to that of the single particle excitation (S 2∆ ) calculated from the σ 1 (ω) and by applying the sum rule with and S other is the oscillator strength of all other excitations. Using the experimentally estimated oscillator strengths, we found m * ∼ 170 m e at 300 K, ∼ 80 m e at 150 K and ∼ 60 m e at 30 K. This implies that the density waves develop the long- range order at T > 150 K by drawing its strength from the single particle excitations. We shall see later in the oscillator strength vs. T plot that the crossover occurs at T 0 ∼ 200 K. However, we believe that m* is underestimated from the experimental data because the measured reflec- tivity for frequencies above 400 cm −1 is less than true reflectivity due to the ceramic nature of the sample. In addition, symmetric band is assumed to take into account of the spectral weight above 0.5 eV. Fitting for each peak was made using a symmetric Gaussian function as an approxima- tion without taking into account of asymmetry. The Debye frequency (ω D ) of the Wigner lat- tice can be estimated within the harmonic ap- proximation as ω D ≈ (e 2 /ǫ 0 m * L 3 ) 1/2 ∼ 42 cm −1 (∼ 7.8 x 10 12 s −1 ) which gives the Debye temper- ature (θ D ) of 60 K with ǫ 0 ∼ 10, the static di- electric constant of the underlying CuO 2 lattice, and m * ∼ 60m e . Therefore, we expect the linear T-dependence down to 0.2θ D ∼ 12 K 29 since the main energy dissipation channel for electrons is the scattering with the acoustic phonons of the Wigner lattice. Through the oscillator strength calculation, we found only ∼ 0.42 % of the doped carriers are contributing to the Drude-like con- ductivity at T = 300 K which is consistent with the value estimated from the plasma frequency. This is 50% of the available free carriers at p = 0.063 doping. At 300 K, the other 50% may occupy the single particle excited states of the Wigner lattice that might contribute to the inco- herent background conductivity. The deviation from the linear T-dependence of the resistivity in under-doped cuprates is due to additional scat- tering with the lattice defects and domain bound- aries whose fluctuation is dynamic as the Wigner lattice formation is not complete at finite temper- atures. σ 1 (ω) of δ = 0.032 sample, which undergoes the superconducting transition at T c ∼ 26 K, is dis- played in .   For δ = 0.032 sample, there are two more structures in σ 1 (ω) in addition to those found in δ = 0.024 sample: A sharp peak at ω ∼ 46 cm −1 and a broader one peaked at ω ∼ 70 cm −1 . Since we know that the δ = 0.032 sample is right at the fast transition region from a T c ∼ 15K state to a T c ∼ 30K state.It is plausible that the observed σ 1 (ω) of δ = 0.032 sample comes from two different contributions; one comes from the T c = 16 K phase (LT c ) seen in δ = 0.024 sample and the other from the T c = 30 K phase (HT c ).  Then, the two new features belong to HT c phase and have their origin in a different Wigner lattice ground state.We identify that the ∼ 46 cm −1 mode corresponds to the collective mode of this new Wigner lattice, ω GH ."
589,MPL0150497-CC,15,δ = 0.032,16 K,,,"The effective mass of the Wigner lattice (m * ) can be estimated by taking the ratio of the oscilla- tor strength of the collective mode (S GL ) to that of the single particle excitation (S 2∆ ) calculated from the σ 1 (ω) and by applying the sum rule with and S other is the oscillator strength of all other excitations. Using the experimentally estimated oscillator strengths, we found m * ∼ 170 m e at 300 K, ∼ 80 m e at 150 K and ∼ 60 m e at 30 K. This implies that the density waves develop the long- range order at T > 150 K by drawing its strength from the single particle excitations. We shall see later in the oscillator strength vs. T plot that the crossover occurs at T 0 ∼ 200 K. However, we believe that m* is underestimated from the experimental data because the measured reflec- tivity for frequencies above 400 cm −1 is less than true reflectivity due to the ceramic nature of the sample. In addition, symmetric band is assumed to take into account of the spectral weight above 0.5 eV. Fitting for each peak was made using a symmetric Gaussian function as an approxima- tion without taking into account of asymmetry. The Debye frequency (ω D ) of the Wigner lat- tice can be estimated within the harmonic ap- proximation as ω D ≈ (e 2 /ǫ 0 m * L 3 ) 1/2 ∼ 42 cm −1 (∼ 7.8 x 10 12 s −1 ) which gives the Debye temper- ature (θ D ) of 60 K with ǫ 0 ∼ 10, the static di- electric constant of the underlying CuO 2 lattice, and m * ∼ 60m e . Therefore, we expect the linear T-dependence down to 0.2θ D ∼ 12 K 29 since the main energy dissipation channel for electrons is the scattering with the acoustic phonons of the Wigner lattice. Through the oscillator strength calculation, we found only ∼ 0.42 % of the doped carriers are contributing to the Drude-like con- ductivity at T = 300 K which is consistent with the value estimated from the plasma frequency. This is 50% of the available free carriers at p = 0.063 doping. At 300 K, the other 50% may occupy the single particle excited states of the Wigner lattice that might contribute to the inco- herent background conductivity. The deviation from the linear T-dependence of the resistivity in under-doped cuprates is due to additional scat- tering with the lattice defects and domain bound- aries whose fluctuation is dynamic as the Wigner lattice formation is not complete at finite temper- atures. σ 1 (ω) of δ = 0.032 sample, which undergoes the superconducting transition at T c ∼ 26 K, is dis- played in .   For δ = 0.032 sample, there are two more structures in σ 1 (ω) in addition to those found in δ = 0.024 sample: A sharp peak at ω ∼ 46 cm −1 and a broader one peaked at ω ∼ 70 cm −1 . Since we know that the δ = 0.032 sample is right at the fast transition region from a T c ∼ 15K state to a T c ∼ 30K state.It is plausible that the observed σ 1 (ω) of δ = 0.032 sample comes from two different contributions; one comes from the T c = 16 K phase (LT c ) seen in δ = 0.024 sample and the other from the T c = 30 K phase (HT c ).  Then, the two new features belong to HT c phase and have their origin in a different Wigner lattice ground state.We identify that the ∼ 46 cm −1 mode corresponds to the collective mode of this new Wigner lattice, ω GH ."
590,MPL0150497-CC,15,δ = 0.024,30 K,,,"The effective mass of the Wigner lattice (m * ) can be estimated by taking the ratio of the oscilla- tor strength of the collective mode (S GL ) to that of the single particle excitation (S 2∆ ) calculated from the σ 1 (ω) and by applying the sum rule with and S other is the oscillator strength of all other excitations. Using the experimentally estimated oscillator strengths, we found m * ∼ 170 m e at 300 K, ∼ 80 m e at 150 K and ∼ 60 m e at 30 K. This implies that the density waves develop the long- range order at T > 150 K by drawing its strength from the single particle excitations. We shall see later in the oscillator strength vs. T plot that the crossover occurs at T 0 ∼ 200 K. However, we believe that m* is underestimated from the experimental data because the measured reflec- tivity for frequencies above 400 cm −1 is less than true reflectivity due to the ceramic nature of the sample. In addition, symmetric band is assumed to take into account of the spectral weight above 0.5 eV. Fitting for each peak was made using a symmetric Gaussian function as an approxima- tion without taking into account of asymmetry. The Debye frequency (ω D ) of the Wigner lat- tice can be estimated within the harmonic ap- proximation as ω D ≈ (e 2 /ǫ 0 m * L 3 ) 1/2 ∼ 42 cm −1 (∼ 7.8 x 10 12 s −1 ) which gives the Debye temper- ature (θ D ) of 60 K with ǫ 0 ∼ 10, the static di- electric constant of the underlying CuO 2 lattice, and m * ∼ 60m e . Therefore, we expect the linear T-dependence down to 0.2θ D ∼ 12 K 29 since the main energy dissipation channel for electrons is the scattering with the acoustic phonons of the Wigner lattice. Through the oscillator strength calculation, we found only ∼ 0.42 % of the doped carriers are contributing to the Drude-like con- ductivity at T = 300 K which is consistent with the value estimated from the plasma frequency. This is 50% of the available free carriers at p = 0.063 doping. At 300 K, the other 50% may occupy the single particle excited states of the Wigner lattice that might contribute to the inco- herent background conductivity. The deviation from the linear T-dependence of the resistivity in under-doped cuprates is due to additional scat- tering with the lattice defects and domain bound- aries whose fluctuation is dynamic as the Wigner lattice formation is not complete at finite temper- atures. σ 1 (ω) of δ = 0.032 sample, which undergoes the superconducting transition at T c ∼ 26 K, is dis- played in .   For δ = 0.032 sample, there are two more structures in σ 1 (ω) in addition to those found in δ = 0.024 sample: A sharp peak at ω ∼ 46 cm −1 and a broader one peaked at ω ∼ 70 cm −1 . Since we know that the δ = 0.032 sample is right at the fast transition region from a T c ∼ 15K state to a T c ∼ 30K state.It is plausible that the observed σ 1 (ω) of δ = 0.032 sample comes from two different contributions; one comes from the T c = 16 K phase (LT c ) seen in δ = 0.024 sample and the other from the T c = 30 K phase (HT c ).  Then, the two new features belong to HT c phase and have their origin in a different Wigner lattice ground state.We identify that the ∼ 46 cm −1 mode corresponds to the collective mode of this new Wigner lattice, ω GH ."
591,MPL0150497-CC,23,δ = 0.024,16 K,,,"The temperature dependence of the oscilla- tor strength of the Goldstone modes and the Coulomb bands of δ = 0.024 and δ = 0.032 sam- ples, plotted in and respectively, are consistent with this picture.  Two main re- markable changes are clearly seen; one is a rela- tively abrupt increase in the oscillator strength at ∼ 200 K, common to all the peaks and the other is a sharp jump in the strength of the Goldstone modes, ω GL and ω GH , at their respective super- conducting T c , one at 16 K and the other at 30 K.  The increase in the oscillator strength of the collective modes at 200 K, indicates that the long- range order of the Wigner lattice starts to develop as evidenced by the reduction in their dynamic mass. At the same time, the strength increase in the Coulomb band suggests that more carri- ers occupy the Coulomb band following the de- velopment of the long-range order of the Wigner lattice.The corresponding free-carrier oscillator strength changes from ∼ 0.42 % at 300 K to ∼ 0.97 % at 150 K and to ∼ 1.18 % at 30 K in δ = 0.024 sample indicates that all the available free carriers are now occupying the Coulomb band and participating in the charge transport at T below 200 K.  However, we do not observe the change in the free carrier plasma frequency because of the increasing static dielectric constant with de- creasing T. In δ = 0.032 sample, the free carrier strength is ∼ 0.44 % of the total carrier at 300 K and ∼ 0.71 % at 30 K. At the same time, as demonstrated above, at the crossover tempera- ture (T 0 ∼ 200 K) of the long-range order of the Wigner lattice, the free carriers in the Coulomb band start to form pairs. Subtle changes in the dρ/dT vs. T curves of both δ = 0.024 and δ = 0.032 samples at ∼ 200K has already been pointed out (see ). The resistivity de- creases faster and faster upon cooling below 200 K. Therefore, we have normal state pairs of holes formed at 200 K in our cuprate system.It is interesting to note that 200 K is exactly the tem- perature when mobile excess oxygen is considered to be frozen in."
592,MPL0150497-CC,23,δ = 0.032,16 K,,,"The temperature dependence of the oscilla- tor strength of the Goldstone modes and the Coulomb bands of δ = 0.024 and δ = 0.032 sam- ples, plotted in and respectively, are consistent with this picture.  Two main re- markable changes are clearly seen; one is a rela- tively abrupt increase in the oscillator strength at ∼ 200 K, common to all the peaks and the other is a sharp jump in the strength of the Goldstone modes, ω GL and ω GH , at their respective super- conducting T c , one at 16 K and the other at 30 K.  The increase in the oscillator strength of the collective modes at 200 K, indicates that the long- range order of the Wigner lattice starts to develop as evidenced by the reduction in their dynamic mass. At the same time, the strength increase in the Coulomb band suggests that more carri- ers occupy the Coulomb band following the de- velopment of the long-range order of the Wigner lattice.The corresponding free-carrier oscillator strength changes from ∼ 0.42 % at 300 K to ∼ 0.97 % at 150 K and to ∼ 1.18 % at 30 K in δ = 0.024 sample indicates that all the available free carriers are now occupying the Coulomb band and participating in the charge transport at T below 200 K.  However, we do not observe the change in the free carrier plasma frequency because of the increasing static dielectric constant with de- creasing T. In δ = 0.032 sample, the free carrier strength is ∼ 0.44 % of the total carrier at 300 K and ∼ 0.71 % at 30 K. At the same time, as demonstrated above, at the crossover tempera- ture (T 0 ∼ 200 K) of the long-range order of the Wigner lattice, the free carriers in the Coulomb band start to form pairs. Subtle changes in the dρ/dT vs. T curves of both δ = 0.024 and δ = 0.032 samples at ∼ 200K has already been pointed out (see ). The resistivity de- creases faster and faster upon cooling below 200 K. Therefore, we have normal state pairs of holes formed at 200 K in our cuprate system.It is interesting to note that 200 K is exactly the tem- perature when mobile excess oxygen is considered to be frozen in."
593,MPL0150497-CC,23,δ = 0.024,30 K,,,"The temperature dependence of the oscilla- tor strength of the Goldstone modes and the Coulomb bands of δ = 0.024 and δ = 0.032 sam- ples, plotted in and respectively, are consistent with this picture.  Two main re- markable changes are clearly seen; one is a rela- tively abrupt increase in the oscillator strength at ∼ 200 K, common to all the peaks and the other is a sharp jump in the strength of the Goldstone modes, ω GL and ω GH , at their respective super- conducting T c , one at 16 K and the other at 30 K.  The increase in the oscillator strength of the collective modes at 200 K, indicates that the long- range order of the Wigner lattice starts to develop as evidenced by the reduction in their dynamic mass. At the same time, the strength increase in the Coulomb band suggests that more carri- ers occupy the Coulomb band following the de- velopment of the long-range order of the Wigner lattice.The corresponding free-carrier oscillator strength changes from ∼ 0.42 % at 300 K to ∼ 0.97 % at 150 K and to ∼ 1.18 % at 30 K in δ = 0.024 sample indicates that all the available free carriers are now occupying the Coulomb band and participating in the charge transport at T below 200 K.  However, we do not observe the change in the free carrier plasma frequency because of the increasing static dielectric constant with de- creasing T. In δ = 0.032 sample, the free carrier strength is ∼ 0.44 % of the total carrier at 300 K and ∼ 0.71 % at 30 K. At the same time, as demonstrated above, at the crossover tempera- ture (T 0 ∼ 200 K) of the long-range order of the Wigner lattice, the free carriers in the Coulomb band start to form pairs. Subtle changes in the dρ/dT vs. T curves of both δ = 0.024 and δ = 0.032 samples at ∼ 200K has already been pointed out (see ). The resistivity de- creases faster and faster upon cooling below 200 K. Therefore, we have normal state pairs of holes formed at 200 K in our cuprate system.It is interesting to note that 200 K is exactly the tem- perature when mobile excess oxygen is considered to be frozen in."
594,MPL0150497-CC,23,δ = 0.032,30 K,,,"The temperature dependence of the oscilla- tor strength of the Goldstone modes and the Coulomb bands of δ = 0.024 and δ = 0.032 sam- ples, plotted in and respectively, are consistent with this picture.  Two main re- markable changes are clearly seen; one is a rela- tively abrupt increase in the oscillator strength at ∼ 200 K, common to all the peaks and the other is a sharp jump in the strength of the Goldstone modes, ω GL and ω GH , at their respective super- conducting T c , one at 16 K and the other at 30 K.  The increase in the oscillator strength of the collective modes at 200 K, indicates that the long- range order of the Wigner lattice starts to develop as evidenced by the reduction in their dynamic mass. At the same time, the strength increase in the Coulomb band suggests that more carri- ers occupy the Coulomb band following the de- velopment of the long-range order of the Wigner lattice.The corresponding free-carrier oscillator strength changes from ∼ 0.42 % at 300 K to ∼ 0.97 % at 150 K and to ∼ 1.18 % at 30 K in δ = 0.024 sample indicates that all the available free carriers are now occupying the Coulomb band and participating in the charge transport at T below 200 K.  However, we do not observe the change in the free carrier plasma frequency because of the increasing static dielectric constant with de- creasing T. In δ = 0.032 sample, the free carrier strength is ∼ 0.44 % of the total carrier at 300 K and ∼ 0.71 % at 30 K. At the same time, as demonstrated above, at the crossover tempera- ture (T 0 ∼ 200 K) of the long-range order of the Wigner lattice, the free carriers in the Coulomb band start to form pairs. Subtle changes in the dρ/dT vs. T curves of both δ = 0.024 and δ = 0.032 samples at ∼ 200K has already been pointed out (see ). The resistivity de- creases faster and faster upon cooling below 200 K. Therefore, we have normal state pairs of holes formed at 200 K in our cuprate system.It is interesting to note that 200 K is exactly the tem- perature when mobile excess oxygen is considered to be frozen in."
595,MPL0150497-CC,25,underdoped Bi 2 Sr 2 CaCu 2 O 8+δ (Bi2212),67 K,,,"resulted from the development of the phase collec- tive mode at T = T c under γ ≪ 1 condition (m * ≫ m e and n W > n F ), which gives ω φ ∼ ω G . The abrupt increase of the oscillator strength of ω GL mode at 16 K and ω GH mode at 30 K confirms the development of the phase collective mode of the superconducting order as the phase coherence develops at T c .  Below T c , the phase of the super- conducting order parameter propagates as a col- lective mode. From the data, T c ∼ 16 K is mea- sured withhω GL ≈ 23 cm −1 and T c ∼ 30 K with hω GH ≈ 46 cm −1 . Therefore the superconducting T c can be predicted by measuring the Goldstone mode frequency via k B T c ≈ 0.5hω G .  In fact, the phase collective mode and the Goldtone mode (or the hint of their presence) have been observed in a number of cuprate systems. 36−47 Specifically, we believe that the mode observed at ∼ 80 cm −1 in the underdoped Bi 2 Sr 2 CaCu 2 O 8+δ (Bi2212) (T c = 67 K) by Timusk et al. is the phase collective mode associated with the pinned Goldstone mode at ∼ 93 cm −1 with γ ∼ 2.8.Also, in their far-"
596,MPL0150497-CC,26,Tl 2 Ba 2 CuO 6+δ,88 K,,,"infrared study of Tl 2 Ba 2 CuO 6+δ , Timusk et al. reported an observation of a peak at 70 cm −1 be- low T c = 88 K which accompanies a satellite peak at ∼ 120 cm −1 .  This 70 cm −1 mode is the phase collective mode with γ ∼ 2.0. The large γ implies the reduction in the dynamic mass of the Wigner lattice compensated by the increase in n F , free carrier density. Since the oscillator strength of the single particle excitation may be approximated as S 2∆ ∼ πne 2 (1-n W m e /nm * )/2m e with n = n W + n F , the reduction in the dynamic mass of the lat- tice diminishes the oscillator strength as actually seen in their in-plane conductivities."
597,MPL0150497-CC,29,δ = 0.032,16 K,,,"Oscillator strengths of the two Gold- stone modes, one for T c = 16 K (LT c phase) and the other for T c = 30 K (HT c phase), and the corresponding oscillator strength of the Coulomb bands of δ = 0.032 sample.   Each oscillator strength was calculated from the real part of the conductivity by fitting with a symmetric Gaus- sian function.(See the text for details.)"
598,MPL0150497-CC,29,δ = 0.032,30 K,,,"Oscillator strengths of the two Gold- stone modes, one for T c = 16 K (LT c phase) and the other for T c = 30 K (HT c phase), and the corresponding oscillator strength of the Coulomb bands of δ = 0.032 sample.   Each oscillator strength was calculated from the real part of the conductivity by fitting with a symmetric Gaus- sian function.(See the text for details.)"
599,P071134526-CC,3,"Sr 0.9 M 0.1 CuO 2 (M = La, Gd)",43 K,,,"In the high-T c cuprate superconductors, anisotropy has been suggested to play an important role in the super- conducting pairing mechanism and the elevated T c in both experimental and theoretical work .  It is surprising therefore to find superconductivity (SC) with T c = 43 K in the optimal electron-doped infinite-layer cuprates Sr 0.9 M 0.1 CuO 2 (M = La, Gd), which exhibit only a 16% difference between the a and c tetragonal lattice parameters.   The structure of Sr 0.9 M 0.1 CuO 2 is the most basic among all high-T c cuprates, consisting entirely of CuO 2 sheets separated by rare-earth (RE) ions with tetragonal lattice parameters c = 3.41Å and a = 3.95Å. The recent success in producing high-quality polycrystalline samples of the infinite-layer cuprates with no observable impurity phases has en- gendered a renewed interest in these compounds.X-ray near-edge absorption spectroscopy indicate electron dop- ing, and bulk SC has been verified by powdered mag- netization (M ) measurements and specific heat (C) measurements (data presented later in this work). Sev- eral recent studies of these high purity polycrystalline samples suggest three-dimensional (3D) superconductiv- ity in Sr 0.9 La 0.1 CuO 2 .   Scanning tunnel spectroscopy (STS) measurements indicate an unconventional but isotropic s-wave superconducting gap with no pseudogap at zero field.   The s-wave symmetry of the gap is also sup- ported by specific heat measurements and Cu-site substi- tution studies,although it may be contradicted by NMR measurements. Kim et al estimated the c-axis coherence length (ξ c ) from a Hao-Clem analysis of the reversible magnetization of grain-aligned poly- crystal, and found that ξ c exceeds the spacing between the CuO 2 planes, indicating 3D superconductivity.On the other hand, they also find significant anisotropy be-tween magnetic fields H ≤ 5 T oriented parallel and per- pendicular to the CuO 2 planes, with an anisotropy ratio γ = ξ c /ξ ab = H ab c2 /H c c2 = 9.3, which is larger than γ = 5 observed in YBa 2 Cu 3 O 7−δ although much smaller than γ = 55 observed in optimally doped Bi 2 Sr 2 CaCu 2 O 8−δ . It is interesting to note that the only ma- jor crystallographic difference between the a-b and the c directions in Sr 0.9 La 0.1 CuO 2 is the presence of oxygen in the a-b plane, which allows coupling of adjacent Cu spins and has been implicated as the cause of antiferro- magntic ordering or spin fluctuations in other members of the high-T c cuprate family, as well as a possible mech- anism for superconducting pairing.The importance of the CuO 2 planes to the SC in Sr 0.9 M 0.1 CuO 2 is further supported by the fact that Ni substitution on the Cu site rapidly suppresses T c whereas out-of-plane Gd substitu- tion on the Sr site leaves T c unchanged.In this work we determine the upper critical field H c2 and the irreversibility field H irr of Sr 0.9 La 0.1 CuO 2 by means of magnetization and penetration depth measure- ments in pulsed magnetic fields up to 60 T in order to directly investigate the degree of upper critical field anisotropy and the role of vortex fluctuations.We also present specific heat (C) and magnetization (M ) mea- surements in low DC fields to 6 T as a function of tem- perature (T ) of Sr 0.9 Gd 0.1 CuO 2, confirming the bulk co- existence of Gd paramagnetism (PM) and SC.Our re- sults suggest strong confinement of the spin pairing wave function to the CuO 2 planes and significant field-induced superconducting fluctuations."
