id,filename,pid,text
116,hal-00643787.training.tei.xml,72,The authors would like to thank Frances T. Yen for her critical review of the manuscript.
117,hal-00082280.training.tei.xml,0,"In this letter we present the discovery of a very light planetary companion to the star µ Ara (HD 160691). The planet orbits its host once every9.5 days, and induces a sinusoidal radial velocity signal with a semi-amplitude of 4.1 m s −1 , the smallest Doppler amplitude detected so far. These values imply a mass of m2 sin i=14 M⊕ (earth-masses). This detection represents the discovery of a planet with a mass slightly smaller than that of Uranus, the smallest ""ice giant"" in our Solar System. Whether this planet can be considered an ice giant or a super-earth planet is discussed in the context of the core-accretion and migration models."
118,hal-00082280.training.tei.xml,1,"The discovery of giant planets around other solar-type stars has opened the way to a new era of planetary research. The new worlds present a wide variety of orbital characteristics and minimum masses, and9 years after the first announcement (Mayor & Queloz 1995), some of their properties are still defying the theories of planetary formation. The increasing number of known systems is, however, giving the possibility to explore their properties from a statistical point of view (e.g. Santos et al. 2001;Zucker & Mazeh 2002;Udry et al. 2003;Eggenberger et al. 2004), and the observational and theoretical approaches are now starting to converge (e.g. Trilling et al. 2002;Alibert et al. 2004;Ida & Lin 2004a)."
119,hal-00082280.training.tei.xml,2,"Recently, with the installation of the new HARPS spectrograph ( Pepe et al. 2002) at the3.6-m ESO telescope (La Silla, Chile) a significant quantitative advance has been possible. This state of the art instrument is capable of attaining a"
120,hal-00082280.training.tei.xml,3,"Send offprint requests to: Nuno C. Santos, e-mail: Nuno.Santos@oal.ul.pt ⋆ Based on observations collected at La Silla Observatory, ESO, Chile, with the HARPS spectrograph, at the3.6-m ESO telescope (programs 073.D-0578 and 072.C-0488)."
121,hal-00082280.training.tei.xml,4,"precision better than1 m s −1. After only a few weeks of operation, it has discovered a first ""hot-jupiter"" ( Pepe et al. 2004) orbiting the K dwarf HD 330075. The level of precision in radialvelocity measurements achieved with HARPS gives now, for the first time, the possibility of lowering significantly the detection limit to the ""few-earth-mass"" regime, provided that the signal induced by stellar oscillations can be reduced with the use of an appropriate observing strategy ( Bouchy et al., in prep.)."
122,hal-00082280.training.tei.xml,5,"In this letter we present the discovery of a ∼14-M ⊕ short period (P∼9.5 days) extra-solar planet orbiting the star µ Ara, a star that was already known to be orbited by a longer period giant planet (Butler et al. 2001). Together with the very low mass companion to 55 Cnc ( McArthur et al. 2004), these are the only two sub-neptunian planets discovered to date. They are suspected to be earth-like rocky planets, orbiting solar-type stars."
123,hal-00082280.training.tei.xml,6,"µ Ara (HD 160691, HR 6585, GJ 691) is a nearby V=5.12 magnitude southern G5V star in the constellation Ara, the Altar, and according to the Hipparcos catalog (ESA 1997), it has a parallax of 65.5±0.8 mas, which implies a distance from the Sun of From a HARPS spectrum with a S/N ratio of the order of ∼1000 (average of 275 individual spectra), we have derived the stellar parameters for µ Ara using a fully spectroscopic analysis ( Santos et al. 2004). The resulting parameters (T eff , log g, V t , [Fe/H])=(5813±40 K, 4.25±0.07 dex, 1.30±0.05 km s −1 , +0.32±0.05 dex), are in almost perfect agreement with the values published in Santos et al. (2004), Bensby et al. (2004), and Laws et al. (2003). The surface gravity derived using the Hipparcos parallax and an effective temperature of 5800 K is 4.25 dex (see e.g. Santos et al. 2004)."
124,hal-00082280.training.tei.xml,7,"Using the temperature, [Fe/H], absolute magnitude and bolometric correction (Flower 1996), we derived a stellar mass of1.10±0.05 M ⊙ for µ Ara, from an interpolation of the theoretical isochrones of Schaerer et al. (1993). This is in excellent agreement with the 1.08 and 1.14 M ⊙ derived by Butler et al. (2001) and Laws et al. (2003), respectively. Preliminary results from the asteroseismology analysis are also in excellent agreement with these values ( Bazot et al., in prep.)."
125,hal-00082280.training.tei.xml,8,"From the width of the CORALIE Cross-Correlation Function (CCF) we have computed a projected rotational velocity of2.4 km s −1 for µ Ara ( Santos et al. 2002). This value is in agreement with the low chromospheric activity level of the star, log R ′ HK =−5.034±0.006, obtained from the HARPS spectra. Similar values of −5.02 were obtained both from the CORALIE data (Santos et al. 2000) and by Henry et al. (1996) at different epochs. The inactivity of this star is further supported by its low (and non-variable) X-ray luminosity (Marino 2002), as well as by the lack of significant photometric variation in the Hipparcos data (ESA 1997)."
126,hal-00082280.training.tei.xml,9,"From the observed value of log R ′ HK we can infer an age above ∼2 Gyr (Pace & Pasquini 2004) and a rotational period of ∼31 days ( Noyes et al. 1984). This age is compatible with the 4.5 Gyr obtained from an interpolation of theoretical isochrones (e.g. Laws et al. 2003), and with the upper value for the lithium abundance log ǫ(Li)<0.86 dex derived by Israelian et al. (2004) for this dwarf."
127,hal-00082280.training.tei.xml,10,"In June 2004, µ Ara was intensively measured over8 consecutive nights with the HARPS spectrograph as part of an asteroseismology program ( Bouchy et al., in prep). During each night, we obtained more than 250 spectra of this star, from which we derived accurate radial velocities. The average radial velocity for each night was then computed from a weighted average of each individual value, its precision being limited by the uncertainty in the wavelength calibration 1 ."
128,hal-00082280.training.tei.xml,11,"The main motivation of this program was to study the possibility that the high metal content of the planet-host stars (e.g. Gonzalez 1998; Santos et al. 2001Santos et al. , 2004, and references therein) is due to the engulfment of metal rich planetary material into their convective envelopes. Although current studies seem to favor that the observed ""excess"" metallicity reflects a higher metal content of the cloud of gas and dust that gave origin to the star and planetary system, recent results have suggested that this matter may still be unsettled (e.g. Vauclair 2004). The asteroseismology technique provides us with a good tool to possibly solve this problem. As shown by Bazot & Vauclair (2004), precise stellar oscillation measurements may be able to determine if there is some metallicity gradient in the stellar interior, that could be a hint of strong stellar ""pollution"" Table 1. Orbital elements of the fitted9.5-days period orbit and main planetary properties."
129,hal-00082280.training.tei.xml,12,⋆ Equilibrium temperature computed with an albedo of0.35.
130,hal-00082280.training.tei.xml,13,"events. The results of the asteroseismology campaign will be presented in Bouchy et al. (in prep.) and Bazot et al. (in prep). A first analysis of the data revealed what could be a periodic variation with an amplitude of about4 m s −1 (see Figs. 1 and 2). As part of the HARPS GTO program, this star was then closely followed from July 14th to August 19th 2004 (16 radial-velocity measurements were obtained). Each night the radial velocity was measured from the average of about 15 consecutive independent radial velocity estimates (computed from different spectra) taken during a period of ∼20 minutes. This methodology makes it possible to average the radial-velocity variations due to stellar oscillations ( Mayor et al. 2003)-see also Bouchy et al. (in prep.). As seen in Fig. 1, the measurements done during the first 8 nights (when the star was followed during the whole night) have a considerable lower rms around the best keplerian fit than the following measurements. This scatter results from the photon noise error (∼20 cm s −1 ), the calibration uncertainty (∼40 cm s −1 ), and from the stellar noise (∼80 cm s −1 ) that is not completely averaged on the nights with only 15 radial velocity measurements (Bouchy et al., in prep.)."
131,hal-00082280.training.tei.xml,14,"µ Ara was previously announced to harbor a giant planet in a long period (∼740 days) orbit (Butler et al. 2001). This orbital solution has since been updated by Jones et al. (2002), who found that the residuals of the radial-velocity planetary fit followed a long term trend, due to the presence of a second body in the system."
132,hal-00082280.training.tei.xml,15,"In Fig. 3 we plot the radial-velocity measurements of µ Ara obtained during the last6 years using three different instruments (see figure caption), as well as the best 2-keplerian fit. The orbit of the ∼740-day period planet (actually with a period of ∼660 days) is confirmed. However, the orbital parameters of the second (longer period) companion are not well constrained; we find a strong degeneracy between the derived orbital period and the value of the orbital excentricity, making it possible to fit the data with the former parameter varying between ∼3000 and 10000 days. Although not precisely determined, the mass of this companion remains probably in the planet regime. Despite of the still unconstrained long period of this outer companion, some stability studies of the system has been discussed (e.g. Gozdziewski et al. 2003). (2002) (open circles). The curve represents the best 2-body keplerian fit to the data. In the lower panel we present the rms around the fit. For the longer period keplerian fit, the eccentricity was fixed to a value of 0.2."
133,hal-00082280.training.tei.xml,16,"In Figs. 1 and 2 we present the HARPS radial-velocity measurements of µ Ara as a function of time. In this figure, the curve represents the best fit to the data, obtained with the sum of a keplerian function and a linear trend. The derived slope of this trend is in agreement with the expected effect due to the longer period companions (see Fig. 3). The analysis of the radial velocity measurements reveals a variation with a period of9.5 days, and a semi-amplitude of about 4 m s −1. These values can be explained by the presence of a m 2 sin i = 14 M ⊕ planet orbiting µ Ara in a circular orbit."
134,hal-00082280.training.tei.xml,17,"The residuals around the best fit to the HARPS data are flat, with a rms of only of0.9 m s −1. This rms decreases to the calibration level (0.43 m s −1 ) for the first 8 nights, attesting the incredible precision of this instrument. Despite the low amplitude of the radial velocity signal, the false alarm probability that it is due to random noise is lower than 1%, as derived through a Monte-Carlo simulation."
135,hal-00082280.training.tei.xml,18,"From the stellar luminosity and effective temperature we can derive a radius of ∼1.32 solar radii for µ Ara. Combined with the rotational period of 31 days (see Sect. 2), this implies a rotational velocity of the order of 2.2 km s −1 for µ Ara, close to the measured value v sin i=2.4 km s −1. Supposing that the orbital plane is perpendicular to the stellar rotation axis, this means that the orbital inclination sin i is close to unity, and that the observed minimum mass for the planet is not very different from its real mass."
136,hal-00082280.training.tei.xml,19,"Using the HARPS spectra we have derived both an activity index, based on Ca II H and K lines, and the bisector of the cross-correlation function from the individual spectra. No correlation is found between these quantities and the radial velocities within the measurement precision. Given the very low activity level of µ Ara and the inferred rotational period of ∼30 days, it is very unlikely that rotational modulation is capable of producing the observed stable periodic radial-velocity variation. Furthermore, to have a rotational period of 9.5 days, this star would have to rotate at about 7 km s −1. Such a rotational velocity would imply a much younger age for µ Ara, not compatible with its low level of activity."
137,hal-00082280.training.tei.xml,20,The presence of a14 M ⊕ planet around µ Ara thus remains the only credible explanation for the observed 9.5-days period radial-velocity variation.
138,hal-00082280.training.tei.xml,21,"As current planetary formation models are still far from being able to account for all the amazing diversity observed amongst the exoplanets discovered thus far, we can only speculate on the true nature of the present object."
139,hal-00082280.training.tei.xml,22,"First, given its location and the characteristics of the central star, it is unlikely that this object was in fact a much more massive giant planet which has lost a large fraction of its envelope over its lifetime. This is supported by the fact that more massive planets exist orbiting much closer to stars with similar characteristics and by calculations by Baraffe et al. (2004) and Lecavelier des Etangs et al. (2004) which show that only planets significanly less massive than Jupiter would evaporate at0.09 AU. Except if outward migration has occurred, we conclude that the mass of this object has always remained small."
140,hal-00082280.training.tei.xml,23,"To understand the consequences of this, it is necessary to recall that in the current paradigm of giant planet formation, a core is formed first through the accretion of solid planetesimals. Once this core reaches a critical mass (m crit ), accretion of gas in a runaway fashion becomes possible and the mass of the planet increases rapidly (e.g. Ida & Lin 2004b). This therefore implies that the current object has never reached the critical mass, for otherwise the planet would have become much more massive. Furthermore, recent giant planet formation models including disk evolution and migration ( Alibert et al. 2004) have shown that these effects greatly shorten the formation time. Hence, it is unlikely that the planet has migrated over large distances before reaching its present location. It was thus probably formed inside the ice radius (∼3.2 AU-Ida & Lin 2004a), and its composition should be dominated by rocky (telluric) material. We note that the high [Fe/H] of µ Ara makes this case possible (Ida & Lin 2004a). Curiously, with 14 M ⊕ and a=0.09 AU, this planet is near the borderline of the massperiod desert defined by Ida & Lin (2004b), where no planets are supposed to exist."
141,hal-00082280.training.tei.xml,24,"The above considerations lead us towards the following scenario for the formation of the present planetary system. The more massive planet, with the present ∼660 days period orbit, begins to form first and migrates inwards while growing in mass. Towards the end of the lifetime of the disk, the smaller planet is formed inside the orbit of the larger one, probably at a distance not exceeding 3 AU. Thus, we expect this object to have a massive, essentially rocky core (as opposed to icy), surrounded by a gaseous envelope with ∼5-10% of its mass. It therefore probably qualifies as a super-Earth and not as a failed ice-giant."
142,hal-00082280.training.tei.xml,25,"The discovery of this extremely low-mass planet represents a new benchmark for planet surveys, and demonstrates the ability of instruments like HARPS to detect telluric planets with just a few times the mass of the Earth. In the future these detections will give the possibility to study the low end of the planetary-mass distribution. This kind of planets may be relatively common, as according to recent simulations (Ida & Lin 2004a), very low-mass planets may be more frequent than the previously found giant worlds. This is further supported by the recent detection of a first neptunian planet in a short period orbit around 55 Cnc ( McArthur et al. 2004) 2. Such planets will be preferential targets for space missions like the photometric satellites COROT and Kepler. Furthermore, the discovery of such low mass planets around stars that have at leastone more giant exoplanet, makes of these systems very interesting cases to understand the processes of planetary formation and evolution."
143,hal-01252076.training.tei.xml,0,"We analyzed data from120 LGG patients treated between 1999 and 2007.  Data included information on tumor size in all patients and on up to three molecular (genetic) characteristics in 77 patients: 1p/19q chromosomal codeletion, p53 overexpression (a surrogate marker for TP53 missense mutations  ), and IDH mutation status. The model was built using the data from these 77 patients. Among these patients, information on all molecular characteristics was available for 42 patients (54.5%), and information on at least one item of molecular characteristic in 35 patients (45.5%). The data from the 43 patients without molecular information were used as an external dataset to evaluate model quality."
144,hal-01252076.training.tei.xml,1,"Tumor sizes were measured manually from printed MRI images and expressed as mean tumor diameter (MTD) in millimeters, according to the formula MTD 5 (2V) 1/3 , where"
145,hal-01252076.training.tei.xml,2,"is the approximated tumor volume with D 1 , D 2 , and D 3 referring to thethree largest perpendicular diameters. The total median duration of the posttreatment follow-up period for a single patient, which included several follow-up observations, was 21 months (5 months at minimum and 9.5 years at maximum). We analyzed a total of 952 MTD observations with, on average, 12 observations per patient (minimum 4 observations and maximum 28). Histology consisted of grade II oligodendrogliomas (56 patients, 73%), oligoastrocytomas (16 patients, 21%), and astrocytomas (5 patients, 6%). All patients received TMZ as first-line treatment. The drug was administered for 5 consecutive days (day 1 to day 5) every 28 days at a daily dose of 200 mg/m 2 ."
146,hal-01252076.training.tei.xml,3,"We recently proposed a mathematical model to describe MTD dynamics in LGG patients before, during, and after chemotherapy. The model, which distinguishes between disease-specific and treatment-specific parameters, relies on the hypothesis that LGG tumors are made up of both quiescent and proliferative cells, and that both cell types are sensitive to treatment.  Chemotherapy is assumed to act by damaging cells' DNA. The DNA damage leads proliferative cells to die, whereas quiescent cells with DNA damage can either repair their lesions and return to a proliferative state or die. Thus, we consider three compartments: proliferative tissue, denoted P; nondamaged quiescent tissue, denoted Q; and damaged quiescent tissue, denoted Q p. The sum of the values attributed to the three compartments (P Ã Þ represents the size of the lesion and is compared to the MTD observations."
147,hal-01252076.training.tei.xml,4,"To allow for MTD increase during TMZ treatment, we extended the previously proposed model by taking into account the possibility that proliferative cells can repair their DNA lesions during the division process, instead of immediately dying, and thus acquire resistance to TMZ. In line with previous works, we implemented acquisition of resistance by assuming that the effect of TMZ concentration on tumor tissues decreases exponentially with the amount of time since the beginning of treatment. Both proliferative and quiescent tissues were considered as having the potential to acquire resistance to TMZ."
148,hal-01252076.training.tei.xml,5,"The model was developed in a population context, and the values of individual-level parameters were assumed to be log-normally distributed; i.e., for a parameter w i corresponding to an individual patient i, w i =w.expg i where w is the ""typical"" (population) value of the parameter, and g i represents the contribution of the individual i. The values of g are normally distributed with mean 0. Population and individual parameter values were estimated with the SAEM (Stochastic Approximation of the Expectation Maximization) algorithm implemented in Monolix 4.2 (Lixoft) using the full MTD time-course in the 77 patients. We assumed a constant error model, with parameter value a. Model selection was carried out according to the usual criteria; in particular, models that achieved lower values of the objective function were considered to provide a better fit to the data."
149,hal-01252076.training.tei.xml,6,"The data from the42 patients with complete molecular status (codeletion 1p/19q, p53, and IDH mutations) was used as a training dataset to obtain statistics on this genetic information. We computed the percentage of patients with a given genetic profile and derived the probability to exhibit it. So for patients with one or two missing covariates, we could compute the probability to exhibit the lacking mutation status(es), knowing the other(s) one(s). We therefore attributed genetic characteristics for patients with missing covariates. In our training dataset, in line with previous literature, 1p/ 19q codeletion and the p53 mutation were mutually exclusive. We incorporated the molecular information into the model and identified the effect of each status on the tumor size kinetic parameters. For a given fixed-effect parameter f, the model used for covariate analysis was of the following form:"
150,hal-01252076.training.tei.xml,7,"where status j corresponds to the value of the characteristic j. As we considered binary variables only, Eq. 1 could be simplified:"
151,hal-01252076.training.tei.xml,8,"where n 0 denotes the population value of the parameter for the reference group of patients (with non-codeleted 1p/19q or wild p53), and n 1 is the population value for the group of patients with mutated covariate. Using this framework, only fixed-effect parameters can depend on the covariate status while (interindividual) variability is not concerned, i.e., parameters n 0 and n 1 will have the same variability."
152,hal-01252076.training.tei.xml,9,"We used a stepwise forward/backward modeling strategy based on progressive inclusion and then exclusion of covariates, where the decision to include or exclude a covariate was dependent on the covariate's effect on the objective function through a log-likelihood ratio test. Empirical Bayes estimates to predict LGG response to temozolomide Following a Bayesian approach in which population parameter estimates constituted prior information, we analyzed each patient's data individually, considering only the MTD observations prior to treatment and the first MTD observations obtained after treatment onset, i.e., the observations obtained in the first 3 months of treatment. If, for a given patient, no observations were available prior to treatment, we used only the MTD observations obtained within the first 3 months after treatment onset. Patients for whom no information was available for the first 3 months of treatment were excluded from the analysis. Overall, data from 45 patients were analyzed. Among these, 31 patients had a single MTD observation during the first 3 months of treatment, and 14 patients had two MTD observations. When possible, MTD observations before treatment onset were used to estimate empirical Bayes estimates (EBEs) of the disease-specific parameters of the model. The MTD observations after treatment start were then used to estimate the treatment-specific parameters of the model. EBEs were calculated using MatLab (MathWorks, Natick, MA) after the population parameters were estimated with Monolix."
153,hal-01252076.training.tei.xml,10,"To evaluate the capacity of the model to predict individual tumor response to TMZ treatment,two clinically relevant metrics were calculated: the duration of response, i.e., the length of time during which MTD decreases, and the minimal tumor size reached as a result of TMZ effect."
154,hal-01252076.training.tei.xml,11,"In the analysis described above, the model's predictive capacity was assessed on patients whose full time-course data were used to estimate the population parameters; these population parameters constituted prior information for the calculation of EBEs. To explore whether this caused a bias, we subsequently performed predictive analysis on the43 ""external"" patients whose data had been excluded from the initial model-building process, owing to a lack of genetic information. In this case, we used early MTD observations as in the original predictive analysis, but without covariates."
155,hal-01252076.training.tei.xml,12,"We then used population parameters to simulate200 new virtual patients, and we made predictions for these patients using the model without covariates in a first step, and we incorporated genetic statuses into the predictions in a second step."
156,hal-01252076.training.tei.xml,13,"Tumor size time-course in patients treated with temozolomide Figure 1 depicts the time-course of tumor size (mean tumor diameter) in the77 LGG patients included in the analysis. Patients received a median of 18 TMZ cycles (minimum 2 cycles, maximum 24). Table 1 shows a summary of the characteristics of the 77 patients. Tumor size increased linearly before treatment.  Median time to tumor progression was 18 months. In 34 patients MTD a reincrease occurred during TMZ treatment while in 24 patients it occurred after TMZ discontinuation. We separated the patients to present tumor profiles in a clear manner, but it did not impact data analysis."
157,hal-01252076.training.tei.xml,14,"Inclusion of a resistance term for the proliferative tissue resulted in a significantly better model fit (drop of200 points in the objective function) compared with exclusion of the resistance term. The model with the inclusion of a resistance term for the quiescent tissue performed worse. However, because quiescent cells have the capacity to repair their DNA lesions, they also contribute to the emergence of resistance by repopulating the proliferative compartment. Thus, the final selected model incorporated a resistance term for the proliferative tissue only:"
158,hal-01252076.training.tei.xml,15,"The term res denotes the resistance parameter. Given the time scale of data collection compared to the time scale of TMZ delivery scheduling, we represented a single TMZ cycle (actually composed offive daily administrations) as a single bolus administration with corresponding concentration, C, assumed to undergo exponential decay at a constant rate KDE (a so-called K-PD approach  ). The parameter c is the constant rate for proliferative tissue death (also referred to as the TMZ efficacy parameter). A schematic view of the model is presented in Figure 2. The full mathematical equations of the model are:"
159,hal-01252076.training.tei.xml,16,"Overall, the model includesseven parameters and two initial conditions. Two parameters are disease-specific and related to tumor growth: the proliferation rate (k P ) and the transfer constant rate (k PQ ) from proliferation to quiescence. The five remaining parameters are related to TMZ action and effect and are called treatment-specific parameters. In particular, the constant rate of death of quiescent cells is denoted d Qp and k Qp P is the constant rate of transition from quiescence to proliferation following repair of TMZ-induced DNA damage. For identifiability reasons, we assumed that the initial drug effect is the same on P and Q. This is consistent with the biology, as TMZ acts on cells regardless of their stage in the division process."
160,hal-01252076.training.tei.xml,17,"The covariate analysis performed with thethree molecular status characteristics showed that p53 mutation could be included as a covariate of the TMZ efficacy parameter (c). On the basis of the stepwise forward/backward analysis, we further determined that chromosomal 1p/19q codeletion could be included as a covariate on the constant rate k Qp P (transition from quiescence to proliferation following repair of TMZ-induced DNA damage. The inclusion of these two model covariates led to a significant drop in the objective function (126 points; P < 0.01, likelihood-ratio test). In the Figure 1 Typical tumor size dynamics for the 77 patients included in the analysis. Top, right: In 21 patients, an ongoing MTD decrease after treatment discontinuation was observed. Bottom, left: Acquired resistance occurs in 34 patients. MTD time-course shows initial decrease followed by progression during TMZ treatment. Mazzocco et al. stepwise analysis procedure, IDH mutation status identified as having an effect on model parameters when tested independently from the two other covariates was not identified as a significant covariate in the presence of p53 and 1p/ 19q information. This is in agreement with the known redundancy of the genetic information and indicates that, in our model, p53 and 1p/19q information intrinsically integrate IDH information. The parameter estimates of the final model (including covariates) are presented in Table 2."
161,hal-01252076.training.tei.xml,18,"Among p53-mutated patients, the value of the TMZ efficacy parameter is45% lower than among p53-nonmutated patients, suggesting that TMZ therapy is almost two times less effective in the former population. This is consistent with preclinical evidence that p53 mutations decrease sensitivity to TMZ in gliomas.  Likewise, among patients with the 1p/19q codeletion, the value of k Qp P is 15% lower than among non-codeleted patients, suggesting that among patients in the former group, DNA-damaged quiescent cells have less capacity to repair themselves. This finding is consistent with the longer duration of response reported in codeleted patients.  Figure 3 shows goodness-of-fit (visual predictive check) plots for the 77 patients included in the model-building Figure 2 Schematic view of the model with model's parameters. P is the proliferative tissue, Q is the nondamaged quiescent tissue, and Q p is the damaged quiescent tissue. The sum of the values corresponding to the three compartments, P Ã , is compared to the MTD observations. Proliferative tissue (P) can become quiescent (Q). TMZ treatment affects both proliferative and quiescent tissues. Damaged quiescent tissue can either repair its DNA lesions and return to a proliferative state or die due to treatment-induced lesions. dataset and for the 43 patients included in an external dataset. These diagnostics indicate good quality of the model, with and without covariates. The proposed model is able to capture the variability in patients' response to TMZ, including prolonged response after therapy discontinuation or emergence of acquired resistance to TMZ during treatment."
162,hal-01252076.training.tei.xml,19,"Prediction of response to TMZ chemotherapy Figure 4 shows predictions regarding individual patients' response durations (left-hand side), represented by KaplanMeier curves, together with observed response durations that fall in the95% confidence interval (CI) for almost 2 years after treatment onset. Beyond 2 years, the model predictions are incorrect, which is not surprising given that only information until month 3 is taken into account. Notably, beyond 2 years predicted times to progression are earlier than the actual times to progression. In this respect, the modeling framework shows a tendency for underestimating the effect of the treatment. The early part of the KaplanMeier curve also indicates a tendency to predict progression at a very early time. Integrating this point in our modeling framework resulted in predicting very early progression. However, removing these four patients resulted in correcting the early part of the Kaplan-Meier curve. Figure 4 also shows predicted vs. observed minimal tumor size (right-hand side). We evaluated prediction bias (mean prediction error) and precision (root mean squared prediction error).  Prediction bias was 1.89 mm (95% CI (-0.22, 3.99)) and precision was 7.18 mm (95% CI (4.52, 9.10)). For 90% of the patients, the observed minimal tumor size was predicted correctly, with less than 25% relative error (relative to tumor size at treatment onset); this corresponds, approximately, to an error of about 1 cm in MTD. Notably, for each of the 14 patients with two MTD observations within the 3 first months of treatment, the minimal tumor size was predicted with an error of less than 15% (about 6 mm)."
163,hal-01252076.training.tei.xml,20,"Individual predictions forsix patients with repeated measurements during the first 3 months of treatment are displayed in Figure 5 as an illustration of the method proposed herein. It shows that the model is also able to predict tumor time-course, especially for these patients. For the 10% of patients for whom predictions of minimal tumor size were incorrect, we observed that, for four of them, tumor size reduction was unexpectedly characterized by two phases: an initial moderate decrease in tumor size within the first 5 months of treatment, followed by a more pronounced decrease after 5 months. For these four patients, the model underevaluated the response. Inclusion of a second MTD observation (obtained after 5 months of treatment) yielded correct minimal tumor size predictions for these patients. Tumor response for one additional patient could not be predicted owing to his/her prolonged response to treatment (more than 40 months). The model may not be able to capture such extreme behavior. We then performed predictive analysis on the 43 ""external"" patients. The model successfully predicted the minimal tumor size for 75% of these patients (bias 24.41 mm (-7.14, 21.67)). To evaluate whether the reduction in predictive capability was due to the lack of genetic information or to the fact that these patients' data were not incorporated as prior information in model-building, we made predictions for 200 virtual patients. Without covariates, the minimal tumor size was successfully predicted for 76% of the virtual patients. When we incorporated genetic statuses, predictive capacity rose to 87% (bias 0.31 mm (-0.86, 1.49)). These observations lead us to believe that the reduction in the model's predictive capacity for the 43 external patients was mainly due to the absence of genetic information."
164,hal-01252076.training.tei.xml,21,"Molecular profiling of tumors is a well-known strategy to personalize anticancer treatments. Another approach is mathematical modeling. Mathematical models of tumor growth and response to treatment allow characterizing quantitatively the efficacy and toxicity of anticancer agents and can be used to predict clinical response. In the present study, we show that combining longitudinal tumor size measurements through the use of quantitative modeling with a tumor's genetic characterization is a promising strategy to personalize treatments in patients with lowgrade gliomas."
165,hal-01252076.training.tei.xml,22,"Using p53 mutation and 1p/19q codeletion as covariates significantly improved the model accuracy. In agreement with the literature, p53 and 1p/19q molecular statuses significantly impacted the dynamics of LGG response to treatment: p53 mutation impaired TMZ efficacy and 1p/19q codeleted tumors had less ability to repair TMZ-induced DNA lesions in quiescent tissue, thus increasing the overall efficacy of treatment. IDH mutation status did not provide useful information on tumor size dynamics beyond the combined information provided by p53 and 1p/19q status. However, it would be relevant to introduce IDH status as a model covariate in cases in which p53 and 1p/19q information is not available for a given patient."
166,hal-01252076.training.tei.xml,23,"Molecular information (p53 and 1p/19q status) and tumor observations obtained during the first3 months after TMZ treatment onset were sufficient to correctly predict the amplitude of response and its duration for almost 2 years, especially in those patients in whom precise assessment of early tumor response was available. An adaptive approach, consisting of updating the model predictions at each new MTD observation, could be implemented to prolong the validity period of the prediction and to enhance the percentage of patients for whom the minimal tumor size is successfully predicted. These results, however, need to be confirmed in a larger set of external patients. It would also be interesting to evaluate the relationship between the predictive performance of the model and the timing of MTD observations used for predictive purposes. In this study, we focused on MTD observations obtained during the first 3 months of treatment because we wanted to obtain a reference or rational value for the predictive potential of the model. In the area of brain tumor, numerous studies have used partial differential equation models integrating both time dynamics and spatial aspects of these highly diffusive malignancies (see refs. 31,32 for examples). It would also be important to apply the same prediction framework with these types of models, which capture more precisely glioma evolution."
167,hal-01252076.training.tei.xml,24,"Emergence of acquired resistance, defined as progression after initial benefits, is a critical issue in clinical oncology and model-based approaches should be used to better understand, characterize, and predict this phenomenon. Mechanisms of acquired resistance can be pharmacological resulting from decreased drug uptake into the cell, intracellular drug inactivation, or repair of drug-induced damages. This is the case of the LGG response to TMZ, for which it has been shown that more than90% of recurrent gliomas show no response to a second treatment with TMZ. One of the key elements in TMZ resistance is MGMT, an enzymatic protein with the faculty to repair the principal O 6meG-alkylation site to TMZ, thus resulting in decreased efficacy of drugs during treatment. MGMT could not be tested as a covariate in our model since for most patients only formalin-fixed paraffin-embedded (FFPE) tissue was available for DNA tests, whereas MGMT methylation testing ideally needs frozen tissue. Of note, resistance to TMZ is also responsible for significant therapeutic failures in melanoma. Following this biological knowledge, we modeled acquisition of resistance by decreasing drug efficacy on LGG proliferative tissue with time following therapy onset. Since all patients received the same TMZ doses with the same scheduling, we believe that modeling resistance as a function of actual drug exposure would not have led to significantly different results. For identifiability reasons, we could not model all transitions between the three compartments, especially the possibility for quiescent cells to directly return into proliferation, as it could occur without treatment. However, during treatment quiescent cells do have the capacity to repair their DNA and become proliferative. Therefore, this model is a relevant tool to characterize tumor response to TMZ but does not aim to faithfully mimic natural tumor growth. Our model is flexible enough to reproduce the variability of patients' response to standard TMZ protocol and has the capacity to mimic both tumor regrowth during treatment as a result of acquired resistance to TMZ and prolonged response to treatment. Finally, our model could constitute a rational tool to optimize the duration of temozolomide therapy in low-grade glioma patients. Up to now, there are no clear rules or guidelines regarding the optimal number of cycles or treatment duration in patients treated with TMZ.  Many neurooncologists prolong the duration of the treatment beyond 12 cycles if an ongoing decrease in tumor size is observed at this time. However, there are downsides to prolonging TMZ treatment, including side effects and costs. An even greater concern is that TMZ therapy might drive the evolutionary path to high-grade glioma. Consequently, determining the optimal duration of TMZ therapy and maximizing the duration of the response is a critical challenge in the management of"
168,hal-01252076.training.tei.xml,25,"LGG. Using our model as a simulation tool to determine the optimal number of TMZ cycles each patient should have received, we found that for47% of the 45 patients analyzed, the model would have recommended, by month 3 after treatment onset, administration of additional TMZ cycles beyond what these patients actually received; i.e., in these patients delivery of additional TMZ could have resulted in tumor shrinkage exceeding what was ultimately achieved. In contrast, the model predicted that 33% of the patients could have benefited if their treatment had been stopped earlier than it actually was."
