id,filename,pid,material
1845,P066132510-CC.superconductors.tei.xml,1,optimally doped Y123
1846,P066132510-CC.superconductors.tei.xml,1,overdoped La214
1847,P066132510-CC.superconductors.tei.xml,2,"Cu 1−x Mo x Sr 2 (Y,Ce) s Cu 2 O 5+2s+δ"
1848,P066132510-CC.superconductors.tei.xml,3,"Cu 1−x Mo x Sr 2 YCu 2 O 7+δ ,with x=0.25"
1849,P066132510-CC.superconductors.tei.xml,3,"(Cu,Mo)1212"
1850,P066132510-CC.superconductors.tei.xml,3,doped Y123
1851,P066132510-CC.superconductors.tei.xml,3,"(Cu,Mo)1212"
1852,P066132510-CC.superconductors.tei.xml,4,"(Cu,Mo)1212 powder"
1853,P066132510-CC.superconductors.tei.xml,4,KClO 3
1854,P066132510-CC.superconductors.tei.xml,6,"high-pressure oxidized (Cu,Mo)1212 powders"
1855,P066132510-CC.superconductors.tei.xml,6,"(Cu,Mo)1212 powder"
1856,P066132510-CC.superconductors.tei.xml,7,Cu1−xMoxSr2YCu2O 7+δ
1857,P066132510-CC.superconductors.tei.xml,7,x = 0.25
1858,P066132510-CC.superconductors.tei.xml,7,x = 0.20
1859,P066132510-CC.superconductors.tei.xml,8,Cu 1−x Mo x Sr 2 YCu 2 O 7+δ
1860,P066132510-CC.superconductors.tei.xml,8,underdoped (op- timally doped) Y123
1861,P066132510-CC.superconductors.tei.xml,9,"(Cu,Mo)1212"
1862,P066132510-CC.superconductors.tei.xml,9,x = 0.20
1863,P066132510-CC.superconductors.tei.xml,9,"oxi- dized (Cu,Mo)1212"
1864,P066132510-CC.superconductors.tei.xml,9,Y123
1865,P066132510-CC.superconductors.tei.xml,9,YBa 2 Cu 3 O 6
1866,P066132510-CC.superconductors.tei.xml,9,doped YBa 2 Cu 3 O 6.95
1867,P066132510-CC.superconductors.tei.xml,10,Y123
1868,P066132510-CC.superconductors.tei.xml,13,optimally doped Y123
1869,P066132510-CC.superconductors.tei.xml,13,optimally-and over-doped La 2−x Sr x CuO 4 (La214) single crystals
1870,P066132510-CC.superconductors.tei.xml,13,overdoped La214
1871,P066132510-CC.superconductors.tei.xml,13,optimally doped Bi 2 Sr 2 CaCu 2 O 8 25
1872,P066132510-CC.superconductors.tei.xml,13,overdoped Tl 2 Ba 2 CuO 6+δ 26
1873,P066132510-CC.superconductors.tei.xml,14,"(Cu,Mo)1212 powder"
1874,P066132510-CC.superconductors.tei.xml,14,optimally doped Y123
1875,P066132510-CC.superconductors.tei.xml,17,overdoped La214 single crystals
1876,P066132510-CC.superconductors.tei.xml,17,La214 single-crystal films
1877,P066132510-CC.superconductors.tei.xml,18,"(Cu,Mo)1212"
1878,P066132510-CC.superconductors.tei.xml,19,"(Cu,Mo)1212"
1879,P066132510-CC.superconductors.tei.xml,19,over- doped La2−xSrxCuO4 with x=0.259
1880,P066132510-CC.superconductors.tei.xml,19,x=0.290
1881,P066132510-CC.superconductors.tei.xml,19,opti- mally doped La2−xSrxCuO4 with x=0.178
1882,P066132510-CC.superconductors.tei.xml,19,YBa2Cu3O 7−δ with δ=0.05
1883,P066132510-CC.superconductors.tei.xml,19,La214
1884,P066132510-CC.superconductors.tei.xml,19,Y123
1885,P066132510-CC.superconductors.tei.xml,19,"(Cu,Mo)1212 powder"
1886,JPS0731131-CC.superconductors.tei.xml,0,Na 0.35 CoO 2 •1.3H 2 O Single Crystal
1887,JPS0731131-CC.superconductors.tei.xml,1,Na0.35CoO2•1.3H2O single crystal
1888,JPS0731131-CC.superconductors.tei.xml,2,Na0.35CoO2•1.3H2O
1889,JPS0731131-CC.superconductors.tei.xml,3,Na 0.35 CoO 2 •1.3H 2 O
1890,JPS0731131-CC.superconductors.tei.xml,5,Na 0.7 CoO 2
1891,JPS0731131-CC.superconductors.tei.xml,5,Na 0.35 CoO 2 •1.3H 2 O
1892,JPS0731131-CC.superconductors.tei.xml,8,single crystal of Na 0.35 CoO 2 •1.3H 2 O
1893,JPS0731131-CC.superconductors.tei.xml,10,Na 0.35 CoO 2 •1.3H 2 O single crystal
1894,JPS0731131-CC.superconductors.tei.xml,12,Na 0.35 CoO 2 •1.3H 2 O
1895,JPS0731131-CC.superconductors.tei.xml,12,Sr 2 RuO 4
1896,JPS0731131-CC.superconductors.tei.xml,12,YB 2 Cu 3 O 7−δ
1897,JPS0731131-CC.superconductors.tei.xml,12,cobalt oxide
1898,JPS0731131-CC.superconductors.tei.xml,14,Na 0.35 CoO 2 •1.3H 2 O
1899,JPS0731131-CC.superconductors.tei.xml,15,Na 0.35 CoO 2 •1.3H 2 O single crystal
1900,P069014507-CC.superconductors.tei.xml,0,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
1901,P069014507-CC.superconductors.tei.xml,0,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1902,P069014507-CC.superconductors.tei.xml,0,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
1903,P069014507-CC.superconductors.tei.xml,0,(F e x Cu 1−x )BaSrY Cu 2 O 7+δ (x = 0 ∼ 1.0)
1904,P069014507-CC.superconductors.tei.xml,0,"F e 0.5 Cu 0.5 (Ba 1−x Sr x ) 2 Y Cu 2 O 7+δ (x = 0, 0.5 and 1)"
1905,P069014507-CC.superconductors.tei.xml,0,Y Ba 2 Cu 3 O 7−δ
1906,P069014507-CC.superconductors.tei.xml,0,Y BaSrCu 3 O 7−δ
1907,P069014507-CC.superconductors.tei.xml,0,Y Sr 2 Cu 3 O 7−δ
1908,P069014507-CC.superconductors.tei.xml,2,Y Ba 2 (Cu 1−x M x ) 3 O 6+δ (M = F e and Co)
1909,P069014507-CC.superconductors.tei.xml,2,(F e x Cu 1−x )Ba 2 Y Cu 2 O 7+δ
1910,P069014507-CC.superconductors.tei.xml,3,undoped Y Ba 2 Cu 3 O 7−δ
1911,P069014507-CC.superconductors.tei.xml,3,(F e x Cu 1−x )Ba 2 Y Cu 2 O 7+δ
1912,P069014507-CC.superconductors.tei.xml,4,(F e x Cu 1−x )Ba 2 Y Cu 2 O 7+δ
1913,P069014507-CC.superconductors.tei.xml,4,F e concentration x ∼ 0.12−0.15
1914,P069014507-CC.superconductors.tei.xml,4,(F e x Cu 1−x )Ba 2 Y Cu 2 O 7+δ
1915,P069014507-CC.superconductors.tei.xml,5,x exceeds 0.3
1916,P069014507-CC.superconductors.tei.xml,6,(F e x Cu 1−x )Ba 2 Y Cu 2 O 7+δ
1917,P069014507-CC.superconductors.tei.xml,7,Y Sr 2 Cu 3−x M x O 6+δ compounds with F e (or Co) light-substitution
1918,P069014507-CC.superconductors.tei.xml,7,heavily- substituted compounds (x > 0.3)
1919,P069014507-CC.superconductors.tei.xml,7,F e(Co or T i)-doped R-123 phase Y Sr 2 F e x Cu 1−x O 6+δ with x = 0.3
1920,P069014507-CC.superconductors.tei.xml,7,x > 0.3
1921,P069014507-CC.superconductors.tei.xml,7,Y Sr 2 Cu 2.7 F e 0.3 O 7+δ
1922,P069014507-CC.superconductors.tei.xml,7,F eSr 2 Y Cu 2 O 7+δ
1923,P069014507-CC.superconductors.tei.xml,7,"BaR(Cu 0.5+x F e 0.5−x ) 2 O 5+δ (R = Y , Sm)"
1924,P069014507-CC.superconductors.tei.xml,7,Bi 2 Sr 3 F e 2 O x
1925,P069014507-CC.superconductors.tei.xml,7,BaY CuF eO 5
1926,P069014507-CC.superconductors.tei.xml,8,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1927,P069014507-CC.superconductors.tei.xml,9,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
1928,P069014507-CC.superconductors.tei.xml,9,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
1929,P069014507-CC.superconductors.tei.xml,10,"F e 0.5 Cu 0.5 (Ba 1−x Sr x ) 2 Y Cu 2 O 7+δ (x = 0, 0.5, and 1.0)"
1930,P069014507-CC.superconductors.tei.xml,12,(F e x Cu 1−x )BaSrY Cu 2 O 7+δ syn- thesized by solid-state reaction under ambient pressure
1931,P069014507-CC.superconductors.tei.xml,12,(F e x Cu 1−x )BaSrY Cu 2 O 7+δ systems of AM-samples (x = 0∼1.0)
1932,P069014507-CC.superconductors.tei.xml,12,AM-samples
1933,P069014507-CC.superconductors.tei.xml,12,x > 0.3
1934,P069014507-CC.superconductors.tei.xml,12,(F e x Cu 1−x )Ba 2 Y Cu 2 O 7+δ
1935,P069014507-CC.superconductors.tei.xml,13,(F e x Cu 1−x )BaSrY Cu 2 O 7+δ prepared by high pressure
1936,P069014507-CC.superconductors.tei.xml,13,(F e x Cu 1−x )BaSrY Cu 2 O 7+δ HP-samples
1937,P069014507-CC.superconductors.tei.xml,13,x = 0.35−0.6
1938,P069014507-CC.superconductors.tei.xml,13,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1939,P069014507-CC.superconductors.tei.xml,14,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
1940,P069014507-CC.superconductors.tei.xml,15,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
1941,P069014507-CC.superconductors.tei.xml,16,AM-sample
1942,P069014507-CC.superconductors.tei.xml,16,HP-sample
1943,P069014507-CC.superconductors.tei.xml,16,HP-sample
1944,P069014507-CC.superconductors.tei.xml,16,HP-sample
1945,P069014507-CC.superconductors.tei.xml,16,AM-sample
1946,P069014507-CC.superconductors.tei.xml,17,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
1947,P069014507-CC.superconductors.tei.xml,18,F eSr 2 Y Cu 2 O 7+δ
1948,P069014507-CC.superconductors.tei.xml,18,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
1949,P069014507-CC.superconductors.tei.xml,18,(F e x Cu 1−x )Sr 2 Y Cu 2 O 7+δ
1950,P069014507-CC.superconductors.tei.xml,18,"(Cu,Fe)- 1212"
1951,P069014507-CC.superconductors.tei.xml,19,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
1952,P069014507-CC.superconductors.tei.xml,19,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
1953,P069014507-CC.superconductors.tei.xml,19,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1954,P069014507-CC.superconductors.tei.xml,19,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
1955,P069014507-CC.superconductors.tei.xml,19,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
1956,P069014507-CC.superconductors.tei.xml,19,HP-sample
1957,P069014507-CC.superconductors.tei.xml,19,AM-sample
1958,P069014507-CC.superconductors.tei.xml,20,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1959,P069014507-CC.superconductors.tei.xml,21,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1960,P069014507-CC.superconductors.tei.xml,21,AM-sample
1961,P069014507-CC.superconductors.tei.xml,21,HP-sample
1962,P069014507-CC.superconductors.tei.xml,21,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1963,P069014507-CC.superconductors.tei.xml,22,annealed F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ HP-sample
1964,P069014507-CC.superconductors.tei.xml,22,annealed F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
1965,P069014507-CC.superconductors.tei.xml,23,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ AM-sample
1966,P069014507-CC.superconductors.tei.xml,23,annealed HP-sample
1967,P069014507-CC.superconductors.tei.xml,24,Y Sr 2 Cu 2.7 F e 0.3 O 7+δ
1968,P069014507-CC.superconductors.tei.xml,24,F eSr 2 Y Cu 2 O 7+δ
1969,P069014507-CC.superconductors.tei.xml,24,HP-samples
1970,P069014507-CC.superconductors.tei.xml,24,AM-samples
1971,P069014507-CC.superconductors.tei.xml,24,HP-samples
1972,P069014507-CC.superconductors.tei.xml,24,F eSr 2 Y Cu 2 O 7+δ
1973,P069014507-CC.superconductors.tei.xml,24,F e 0.5 Cu 0.5 (Ba 1−x Sr x ) 2 Y Cu 2 O 7+δ
1974,P069014507-CC.superconductors.tei.xml,24,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1975,P069014507-CC.superconductors.tei.xml,24,AM-sample
1976,P069014507-CC.superconductors.tei.xml,24,HP-sample
1977,P069014507-CC.superconductors.tei.xml,24,AM-samples
1978,P069014507-CC.superconductors.tei.xml,24,HP-samples
1979,P069014507-CC.superconductors.tei.xml,24,F eSr 2 Y Cu 2 O 7+δ
1980,P069014507-CC.superconductors.tei.xml,24,F eSr 2 Y Cu 2 O 7+δ
1981,P069014507-CC.superconductors.tei.xml,25,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1982,P069014507-CC.superconductors.tei.xml,25,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
1983,P069014507-CC.superconductors.tei.xml,25,HP-samples
1984,P069014507-CC.superconductors.tei.xml,26,F eSr 2 Y Cu 2 O 7+δ
1985,P069014507-CC.superconductors.tei.xml,26,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1986,P069014507-CC.superconductors.tei.xml,26,Y Ba 2 Cu 3 O 7−δ
1987,P069014507-CC.superconductors.tei.xml,26,Y BaSrCu 3 O 7−δ
1988,P069014507-CC.superconductors.tei.xml,26,Y Sr 2 Cu 3 O 7−δ
1989,P069014507-CC.superconductors.tei.xml,26,Y Sr 2 Cu 3 O 7−δ
1990,P069014507-CC.superconductors.tei.xml,26,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
1991,P069014507-CC.superconductors.tei.xml,26,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1992,P069014507-CC.superconductors.tei.xml,26,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
1993,P069014507-CC.superconductors.tei.xml,26,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ HP-sample
1994,P069014507-CC.superconductors.tei.xml,26,Y Ba 2 Cu 3 O 7−δ
1995,P069014507-CC.superconductors.tei.xml,26,Y Ba 2 Cu 3 O 7−δ
1996,P069014507-CC.superconductors.tei.xml,26,Y Ba 2 Cu 3 O 7−δ
1997,P069014507-CC.superconductors.tei.xml,28,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
1998,P069014507-CC.superconductors.tei.xml,28,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
1999,P069014507-CC.superconductors.tei.xml,28,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
2000,P069014507-CC.superconductors.tei.xml,28,Y Ba 2 Cu 3 O 7−δ
2001,P069014507-CC.superconductors.tei.xml,28,Y BaSrCu 3 O 7−δ
2002,P069014507-CC.superconductors.tei.xml,28,Y Sr 2 Cu 3 O 7−δ
2003,P069014507-CC.superconductors.tei.xml,29,AM-samples of (F e x Cu 1−x )BaSrY Cu 2 O 7+δ
2004,P069014507-CC.superconductors.tei.xml,30,(F e x Cu 1−x )BaSrY Cu 2 O 7+δ
2005,P069014507-CC.superconductors.tei.xml,30,AM-samples
2006,P069014507-CC.superconductors.tei.xml,31,(F e x Cu 1−x )BaSrY Cu 2 O 7+δ
2007,P069014507-CC.superconductors.tei.xml,31,AM-
2008,P069014507-CC.superconductors.tei.xml,32,HP- samples of (F e x Cu 1−x )BaSrY Cu 2 O 7+δ
2009,P069014507-CC.superconductors.tei.xml,33,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ HP-sample
2010,P069014507-CC.superconductors.tei.xml,34,AM-sample
2011,P069014507-CC.superconductors.tei.xml,34,HP-sample
2012,P069014507-CC.superconductors.tei.xml,34,HP-sample
2013,P069014507-CC.superconductors.tei.xml,34,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
2014,P069014507-CC.superconductors.tei.xml,35,AM-sample
2015,P069014507-CC.superconductors.tei.xml,35,HP-sample
2016,P069014507-CC.superconductors.tei.xml,35,HP-sample of F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
2017,P069014507-CC.superconductors.tei.xml,36,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
2018,P069014507-CC.superconductors.tei.xml,36,F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ
2019,L094037007-CC.superconductors.tei.xml,0,CeIrIn 5
2020,L094037007-CC.superconductors.tei.xml,1,CeIrIn5
2021,L094037007-CC.superconductors.tei.xml,1,Ir
2022,L094037007-CC.superconductors.tei.xml,1,Rh
2023,L094037007-CC.superconductors.tei.xml,1,CeIrIn5
2024,L094037007-CC.superconductors.tei.xml,2,"CeMIn 5 (M = Co, Rh, and Ir)"
2025,L094037007-CC.superconductors.tei.xml,2,CeIrIn 5
2026,L094037007-CC.superconductors.tei.xml,2,CeCoIn 5
2027,L094037007-CC.superconductors.tei.xml,2,CeRhIn 5
2028,L094037007-CC.superconductors.tei.xml,2,CeIrIn 5
2029,L094037007-CC.superconductors.tei.xml,2,CeCoIn 5
2030,L094037007-CC.superconductors.tei.xml,2,CeIrIn 5
2031,L094037007-CC.superconductors.tei.xml,2,CeCoIn 5
2032,L094037007-CC.superconductors.tei.xml,3,Ir
2033,L094037007-CC.superconductors.tei.xml,3,Rh
2034,L094037007-CC.superconductors.tei.xml,3,CeIrIn 5
2035,L094037007-CC.superconductors.tei.xml,3,CeRhIrIn 5
2036,L094037007-CC.superconductors.tei.xml,3,CeRh 0.5 Ir 0.5 In 5
2037,L094037007-CC.superconductors.tei.xml,3,CeIrIn 5
2038,L094037007-CC.superconductors.tei.xml,3,CeIrIn 5
2039,L094037007-CC.superconductors.tei.xml,4,CeIrIn 5
2040,L094037007-CC.superconductors.tei.xml,4,CeIrIn 5
2041,L094037007-CC.superconductors.tei.xml,4,CeIrIn 5
2042,L094037007-CC.superconductors.tei.xml,5,Single crystals of CeIrIn 5
2043,L094037007-CC.superconductors.tei.xml,5,CeIrIn 5
2044,L094037007-CC.superconductors.tei.xml,5,BeCu
2045,L094037007-CC.superconductors.tei.xml,5,Daphne oil
2046,L094037007-CC.superconductors.tei.xml,5,Sn
2047,L094037007-CC.superconductors.tei.xml,6,LaIrIn 5
2048,L094037007-CC.superconductors.tei.xml,6,CeIrIn 5
2049,L094037007-CC.superconductors.tei.xml,6,LaIrIn 5
2050,L094037007-CC.superconductors.tei.xml,7,CeIrIn 5
2051,L094037007-CC.superconductors.tei.xml,7,CeIrIn 5
2052,L094037007-CC.superconductors.tei.xml,8,CeIrIn 5
2053,L094037007-CC.superconductors.tei.xml,8,CeIrIn 5
2054,L094037007-CC.superconductors.tei.xml,8,CeIrIn 5
2055,L094037007-CC.superconductors.tei.xml,8,LaIrIn 5
2056,L094037007-CC.superconductors.tei.xml,8,CeIrIn 5
2057,L094037007-CC.superconductors.tei.xml,8,LaIrIn 5
2058,L094037007-CC.superconductors.tei.xml,8,CeIrIn 5
2059,L094037007-CC.superconductors.tei.xml,8,CeCoIn 5
2060,L094037007-CC.superconductors.tei.xml,8,CeRhIn 5
2061,L094037007-CC.superconductors.tei.xml,9,CeIrIn 5
2062,L094037007-CC.superconductors.tei.xml,9,CeCoIn 5
2063,L094037007-CC.superconductors.tei.xml,9,CeCoIn 5
2064,L094037007-CC.superconductors.tei.xml,9,CeCoIn 5
2065,L094037007-CC.superconductors.tei.xml,9,CeCoIn 5
2066,L094037007-CC.superconductors.tei.xml,9,CeCoIn 5
2067,L094037007-CC.superconductors.tei.xml,9,CeCoIn 5
2068,L094037007-CC.superconductors.tei.xml,9,CeCoIn 5
2069,L094037007-CC.superconductors.tei.xml,10,CeIrIn 5
2070,L094037007-CC.superconductors.tei.xml,11,CeCu 2 X 2 (X=Si and Ge)
2071,L094037007-CC.superconductors.tei.xml,11,CeCu 2 (Si 1−x Ge x ) 2
2072,L094037007-CC.superconductors.tei.xml,12,Sr 2 RuO 4
2073,L094037007-CC.superconductors.tei.xml,13,CeIrIn 5
2074,L094037007-CC.superconductors.tei.xml,14,CeIrIn 5
2075,L094037007-CC.superconductors.tei.xml,14,CeCu 2 Si 2
2076,L094037007-CC.superconductors.tei.xml,15,CeIrIn5
2077,L094037007-CC.superconductors.tei.xml,15,CeIrIn5
2078,L094037007-CC.superconductors.tei.xml,15,LaIrIn5
2079,L094037007-CC.superconductors.tei.xml,17,CeIrIn5
2080,L094037007-CC.superconductors.tei.xml,17,LaIrIn5
2081,L094037007-CC.superconductors.tei.xml,17,LaIrIn5
2082,L094037007-CC.superconductors.tei.xml,18,CeIrIn5
2083,L094037007-CC.superconductors.tei.xml,18,CeCoIn5
2084,L094037007-CC.superconductors.tei.xml,18,CeIrIn5
2085,L093157004-CC.superconductors.tei.xml,0,RbOs 2 O 6
2086,L093157004-CC.superconductors.tei.xml,1,RbOs 2 O 6
2087,L093157004-CC.superconductors.tei.xml,1,RbOs 2 O 6
2088,L093157004-CC.superconductors.tei.xml,2,KOs 2 O 6
2089,L093157004-CC.superconductors.tei.xml,2,CdRe 2 O 7
2090,L093157004-CC.superconductors.tei.xml,2,RbOs 2 O 6
2091,L093157004-CC.superconductors.tei.xml,2,CsOs 2 O 6
2092,L093157004-CC.superconductors.tei.xml,2,CdRe 2 O 7
2093,L093157004-CC.superconductors.tei.xml,2,RbOs 2 O 6
2094,L093157004-CC.superconductors.tei.xml,2,KOs 2 O 6
2095,L093157004-CC.superconductors.tei.xml,4,RbOs 2 O 6
2096,L093157004-CC.superconductors.tei.xml,4,RbOs 2 O 6
2097,L093157004-CC.superconductors.tei.xml,5,RbOs 2 O 6
2098,L093157004-CC.superconductors.tei.xml,5,RbOs 2 O 6 powder
2099,L093157004-CC.superconductors.tei.xml,6,Fluorient FC77
2100,L093157004-CC.superconductors.tei.xml,6,In
2101,L093157004-CC.superconductors.tei.xml,6,In
2102,L093157004-CC.superconductors.tei.xml,6,RbOs 2 O 6
2103,L093157004-CC.superconductors.tei.xml,11,RbOs 2 O 6
2104,L093157004-CC.superconductors.tei.xml,17,RbOs 2 O 6
2105,L093157004-CC.superconductors.tei.xml,17,Cd 2 Re 2 O 7
2106,L093157004-CC.superconductors.tei.xml,17,RbOs 2 O 6
2107,L093157004-CC.superconductors.tei.xml,18,RbOs 2 O 6
2108,L093157004-CC.superconductors.tei.xml,18,MgB 2
2109,L093157004-CC.superconductors.tei.xml,19,RbOs 2 O 6
2110,L093157004-CC.superconductors.tei.xml,19,MgB 2
2111,L093157004-CC.superconductors.tei.xml,22,RbOs 2 O 6
2112,L093157004-CC.superconductors.tei.xml,22,RbOs 2 O 6
2113,L093157004-CC.superconductors.tei.xml,23,RbOs 2 O 6 powder
2114,L093157004-CC.superconductors.tei.xml,24,RbOs 2 O 6
2115,L093157004-CC.superconductors.tei.xml,25,RbOs 2 O 6
2116,P067172501-CC.superconductors.tei.xml,0,"lightly-doped to overdoped Bi 2 Sr 2 Ca 1−x R x Cu 2 O 8+y (R = Pr, Er)"
2117,P067172501-CC.superconductors.tei.xml,1,"Bi2Sr2Ca1−xRxCu2O8+y (R = Pr, Er)"
2118,P067172501-CC.superconductors.tei.xml,1,La2−xSrxCuO4 (LSCO)
2119,P067172501-CC.superconductors.tei.xml,1,LSCO
2120,P067172501-CC.superconductors.tei.xml,1,LSCO
2121,P067172501-CC.superconductors.tei.xml,2,La 2−x Sr x CuO 4 (LSCO)
2122,P067172501-CC.superconductors.tei.xml,2,LSCO
2123,P067172501-CC.superconductors.tei.xml,2,electron-doped superconductor Nd 2−x Ce x CuO 4 (NCCO)
2124,P067172501-CC.superconductors.tei.xml,2,NCCO
2125,P067172501-CC.superconductors.tei.xml,3,Bi 2 Sr 2 CaCu 2 O 8+y (BSCCO)
2126,P067172501-CC.superconductors.tei.xml,3,Bi 2 Sr 2 Ca 1−x Y x Cu 2 O 8+y
2127,P067172501-CC.superconductors.tei.xml,4,underdoped BSCCO
2128,P067172501-CC.superconductors.tei.xml,4,heavily underdoped BSCCO
2129,P067172501-CC.superconductors.tei.xml,5,Bi 2 Sr 2 Ca 1−x R x Cu 2 O 8+y crystals
2130,P067172501-CC.superconductors.tei.xml,6,"Single crystals of Bi 2 Sr 2 Ca 1−x R x Cu 2 O 8+y (R = Pr, Er)"
2131,P067172501-CC.superconductors.tei.xml,6,"x Pr =0.1, 0.25 and 0.43"
2132,P067172501-CC.superconductors.tei.xml,6,x Er =0.1
2133,P067172501-CC.superconductors.tei.xml,6,x Er =0.5 and 1.0
2134,P067172501-CC.superconductors.tei.xml,6,x Er = 0.5 and 1.0
2135,P067172501-CC.superconductors.tei.xml,6,Bi 2 Sr 2 Ca 1−x Y x Cu 2 O 8+y
2136,P067172501-CC.superconductors.tei.xml,7,x Pr = 0.25
2137,P067172501-CC.superconductors.tei.xml,7,x Er = 0.1
2138,P067172501-CC.superconductors.tei.xml,8,"Bi 2 Sr 2 Ca 1−x R x Cu 2 O 8+y (R = Pr, Er)"
2139,P067172501-CC.superconductors.tei.xml,8,Pr
2140,P067172501-CC.superconductors.tei.xml,8,Er
2141,P067172501-CC.superconductors.tei.xml,8,Pr
2142,P067172501-CC.superconductors.tei.xml,8,Er
2143,P067172501-CC.superconductors.tei.xml,10,Bi 2 Sr 2 Ca 1−x R x Cu 2 O 8+y
2144,P067172501-CC.superconductors.tei.xml,12,Er
2145,P067172501-CC.superconductors.tei.xml,12,Pr
2146,P067172501-CC.superconductors.tei.xml,12,Pr and Er
2147,P067172501-CC.superconductors.tei.xml,12,LSCO
2148,P067172501-CC.superconductors.tei.xml,13,BSCCO
2149,P067172501-CC.superconductors.tei.xml,13,Er-and Pr-substituted BSCCO
2150,P067172501-CC.superconductors.tei.xml,13,BSCCO
2151,P067172501-CC.superconductors.tei.xml,14,BSCCO
2152,P067172501-CC.superconductors.tei.xml,14,LSCO
2153,P067172501-CC.superconductors.tei.xml,14,underdoped LSCO
2154,P067172501-CC.superconductors.tei.xml,14,BSCCO
2155,P067172501-CC.superconductors.tei.xml,14,BSCCO
2156,P067172501-CC.superconductors.tei.xml,14,LSCO
2157,P067172501-CC.superconductors.tei.xml,14,LSCO
2158,P067172501-CC.superconductors.tei.xml,14,La 2 CuO 4
2159,P067172501-CC.superconductors.tei.xml,14,underdoped BSCCO
2160,P067172501-CC.superconductors.tei.xml,14,underdoped BSCCO
2161,P067172501-CC.superconductors.tei.xml,14,LSCO
2162,P067172501-CC.superconductors.tei.xml,14,BSCCO
2163,P067172501-CC.superconductors.tei.xml,15,BSCCO
2164,P067172501-CC.superconductors.tei.xml,15,LSCO
2165,P067172501-CC.superconductors.tei.xml,15,LSCO
2166,P067172501-CC.superconductors.tei.xml,15,BSCCO
2167,P067172501-CC.superconductors.tei.xml,16,Er-and Pr-substituted BSCCO
2168,P067172501-CC.superconductors.tei.xml,16,Pr-(a) and Er-substituted (b) BSCCO
2169,P067172501-CC.superconductors.tei.xml,16,Er-and Pr-substituted BSCCO
2170,P067172501-CC.superconductors.tei.xml,16,Er- and Pr-substituted BSCCO
2171,P067172501-CC.superconductors.tei.xml,16,LSCO
2172,1802.09882-CC.superconductors.tei.xml,0,Sn 1−x In x Te
2173,1802.09882-CC.superconductors.tei.xml,1,Indium-doped SnTe
2174,1802.09882-CC.superconductors.tei.xml,1,Sn1−xInxTe single crystals with 0.1 ≤ x ≤ 0.45
2175,1802.09882-CC.superconductors.tei.xml,1,x ∼ 0.25
2176,1802.09882-CC.superconductors.tei.xml,1,single crystals with x = 0.45
2177,1802.09882-CC.superconductors.tei.xml,2,Tin telluride
2178,1802.09882-CC.superconductors.tei.xml,2,SnTe
2179,1802.09882-CC.superconductors.tei.xml,3,Tl-doped PbTe
2180,1802.09882-CC.superconductors.tei.xml,3,Sn 1−x In x Te with x 0.1
