id,filename,par_id,material
483,ivanovskii2008newHigh,45,lanthanum
484,ivanovskii2008newHigh,45,LaOFeP
485,ivanovskii2008newHigh,47,LaOFeAs
486,ivanovskii2008newHigh,47,LaO 1Àx F x FeAs (x 0:12À0:15)
487,ivanovskii2008newHigh,47,"LnOFeAs phases (Ln Ce, Pr, Nd, Sm, Gd)"
488,ivanovskii2008newHigh,47,GdO 1Àx F x FeAs
489,ivanovskii2008newHigh,47,TbO 1Àx F x FeAs
490,ivanovskii2008newHigh,47,DyO 1Àx F x FeAs
491,ivanovskii2008newHigh,48,Gd 1Àx Th x OFeAs
492,ivanovskii2008newHigh,48,Tb 1Àx Th x OFeAs
493,ivanovskii2008newHigh,50,La 0:85 Sr 0:15 O 0:87 FeAs
494,ivanovskii2008newHigh,50,LaO 1Àx F x FeAs
495,ivanovskii2008newHigh,50,LaO 0:9 F 0:1 FeAs 1Àx
496,ivanovskii2008newHigh,55,La 0:89 F 0:11 FeAs
497,ivanovskii2008newHigh,55,La 0:89 F 0:11 FeAs
498,ivanovskii2008newHigh,56,CeO 0:88 F 0:12 FeAs
499,ivanovskii2008newHigh,56,CeO 0:88 F 0:12 FeAs
500,ivanovskii2008newHigh,57,SmO 0:85 F 0:15 FeAs
501,ivanovskii2008newHigh,59,LaO 0:89 F 0:11 FeAs
502,ivanovskii2008newHigh,69,LaO 1Àx F x FeAs
503,ivanovskii2008newHigh,69,LaO 1Àx F x FeAs
504,ivanovskii2008newHigh,70,LaO 0:94 F 0:06 FeP
505,ivanovskii2008newHigh,72,LaOFeP
506,ivanovskii2008newHigh,76,SmO 0:85 FeAs
507,ivanovskii2008newHigh,77,LaOFeP
508,ivanovskii2008newHigh,80,La 1:85 Sr 0:15 CuO 4
509,ivanovskii2008newHigh,97,LaOFeAs
510,ivanovskii2008newHigh,97,LaOFeAs
511,ivanovskii2008newHigh,97,LaOFeAs
512,ivanovskii2008newHigh,102,LaONiP
513,ivanovskii2008newHigh,102,LaONiP
514,ivanovskii2008newHigh,129,potassium-doped arsenide Ba 1Àx K x Fe 2 As 2
515,ivanovskii2008newHigh,129,Ba 0:6 K 0:4 Fe 2 As 2
516,ivanovskii2008newHigh,129,LaIr 2 Ge 2
517,ivanovskii2008newHigh,129,LaRu 2 P 2
518,ivanovskii2008newHigh,129,YIr 2Àx Si 2x
519,ivanovskii2008newHigh,129,YIr 2Àx Si 2x
520,ivanovskii2008newHigh,129,BaNi 2 P 2
521,ivanovskii2008newHigh,129,BaNi 2 P 2
522,ivanovskii2008newHigh,129,BaNi 2 P 2
523,ivanovskii2008newHigh,140,Ba 0:6 K 0:4 Fe 2 As 2
524,ivanovskii2008newHigh,140,Sr 1Àx K; Cs x Fe 2 As 2
525,ivanovskii2008newHigh,151,LnOFeAs
526,ivanovskii2008newHigh,151,AFe 2 As 2
527,ivanovskii2008newHigh,155,cobalt-doped LaOFeAs
528,ivanovskii2008newHigh,155,LaOFe 0:89 Co 0:11 As )
529,ivanovskii2008newHigh,155,LiFeAs
530,ivanovskii2008newHigh,155,Li 0:6 FeAs )
531,ivanovskii2008newHigh,159,HoO 1Àd FeAs
532,ivanovskii2008newHigh,159,YO 1Àd FeAs
533,ivanovskii2008newHigh,159,DyO 1Àd FeAs
534,ivanovskii2008newHigh,159,TbO 1Àd FeAs
535,ivanovskii2008newHigh,159,GdONiBi
536,ivanovskii2008newHigh,159,Gd 0:9 Sr 0:1 ONiBi
537,ivanovskii2008newHigh,161,EuFe 2 As 2
538,ivanovskii2008newHigh,161,Eu 0:5 K 0:5 Fe 2 As 2
539,ivanovskii2008newHigh,161,BaFe 1:8 Co 0:2 As 2
540,ivanovskii2008newHigh,161,SrNi 2 As 2
541,ivanovskii2008newHigh,161,BaFe 1:9 Ni 0:1 As 2
542,ivanovskii2008newHigh,161,BaNi 2 As 2
543,ivanovskii2008newHigh,162,LiFeAs
544,ivanovskii2008newHigh,163,FeSe 1Àx (x $ 0:12)
545,ivanovskii2008newHigh,163,FeSe 1Àx
546,ivanovskii2008newHigh,163,FeSe 1Àx Te x 0:82
547,ivanovskii2008newHigh,164,CaFe 2 As 2
548,ivanovskii2008newHigh,164,CaFe 2 As 2
549,ivanovskii2008newHigh,164,BaFe 2 As 2
550,ivanovskii2008newHigh,168,SmO 0:7 F 0:3 FeAs
551,ying2011pressure-CC,2,FeSe
552,ying2011pressure-CC,2,FeSe
553,ying2011pressure-CC,2,Fe-Se
554,ying2011pressure-CC,3,K x Fe 2 Se 2 crystal
555,ying2011pressure-CC,3,K x Fe 2 Se 2
556,ying2011pressure-CC,3,K x Fe 2 Se 2
557,ying2011pressure-CC,4,Cs x Fe 2 Se 2
558,ying2011pressure-CC,4,K 0.85 Fe 2 Se 1.80
559,ying2011pressure-CC,4,K 0.86 Fe 2 Se 1.82
560,ying2011pressure-CC,5,K x Fe 2 Se 2 -1
561,ying2011pressure-CC,5,K x Fe 2 Se 2 -2
562,ying2011pressure-CC,7,K x Fe 2 Se 2 -1
563,ying2011pressure-CC,7,K x Fe 2 Se 2 -1
564,ying2011pressure-CC,9,Cs x Fe 2 Se 2
565,ying2011pressure-CC,10,K x Fe 2 Se 2
566,ying2011pressure-CC,13,K x Fe 2 Se 2 -1
567,ying2011pressure-CC,15,single crystal Cs x Fe 2 Se 2
568,ying2011pressure-CC,15,single crystal Cs x Fe 2 Se 2
569,ying2011pressure-CC,17,single crystal K x Fe 2 Se 2 -2
570,ying2011pressure-CC,17,K x Fe 2 Se 2 -1
571,okada2008supercondctivity-CC,1,LaFeAsO
572,okada2008supercondctivity-CC,3,LaFeAsO 1-x F x
573,okada2008supercondctivity-CC,3,LaFeAsO 0.89 F 0.11
574,okada2008supercondctivity-CC,3,RFeAsO (R = rare earth) having smaller R atom than La atom
575,okada2008supercondctivity-CC,4,LaFeAsO
576,okada2008supercondctivity-CC,7,
577,okada2008supercondctivity-CC,7,
578,okada2008supercondctivity-CC,7,
579,okada2008supercondctivity-CC,7,
580,okada2008supercondctivity-CC,8,F -substitution of 5 at%
581,okada2008supercondctivity-CC,9,LaFeAsO 0.95 F 0.05
582,okada2008supercondctivity-CC,9,LaFeAsO 0.89 F 0.11
583,okada2008supercondctivity-CC,9,LaFeAsO 0.86 F 0.14
584,okada2008supercondctivity-CC,9,"""over-doped"" LaFeAsO 0.86 F 0.14"
585,okada2008supercondctivity-CC,10,LaFeAsO
586,okada2008supercondctivity-CC,10,LaFeAsO
587,hott2013review-CC,2,Mercury
588,hott2013review-CC,4,tin
589,hott2013review-CC,4,thallium
590,hott2013review-CC,4,indium
591,hott2013review-CC,4,tantalum
592,hott2013review-CC,4,thorium
593,hott2013review-CC,4,titanium
594,hott2013review-CC,4,vanadium
595,hott2013review-CC,4,niobium
596,hott2013review-CC,7,NbTi
597,hott2013review-CC,10,
598,hott2013review-CC,11,C 60 introduced by doping and intercalation of alkali-metal atoms
599,hott2013review-CC,12,MgB 2
600,hott2013review-CC,12,LaFePO
601,hott2013review-CC,12,LaFeAsO
602,hott2013review-CC,12,FeSe
603,hott2013review-CC,12,FeSe monolayer on a SrTiO 3 substrate
604,hott2013review-CC,13,hydrogen sulfide
605,hott2013review-CC,13,phosphorous-hydride
606,hott2013review-CC,13,"YBa 2 Cu 3 O 7-δ (""YBCO"")"
607,hott2013review-CC,18,YBCO
608,hott2013review-CC,20,Hg-1223
609,hott2013review-CC,20,Hg-1223
610,hott2013review-CC,22,Pr-123
611,hott2013review-CC,22,Pr-123
612,hott2013review-CC,26,Tl-2201
613,hott2013review-CC,26,Hg-1201
614,hott2013review-CC,41,BaPb 1-x Bi x O 3
615,hott2013review-CC,41,x ~ 0.25
616,hott2013review-CC,41,"Ba 1-x K x BiO 3 (""BKBO""; x ~ 0.35)"
617,hott2013review-CC,42,Sr 2 RuO 4
618,hott2013review-CC,43,Ru-1212
619,hott2013review-CC,44,hydrated sodium cobaltate Na 0.3 CoO 2 •1.4 H 2 O
620,hott2013review-CC,45,"AOs 2 O 6 with A = K, Rb, Cs"
621,hott2013review-CC,45,"AOs 2 O 6 with A = K, Rb, Cs"
622,hott2013review-CC,45,"AOs 2 O 6 with A = K, Rb, Cs"
623,hott2013review-CC,45,"AOs 2 O 6 with A = K, Rb, Cs"
624,hott2013review-CC,46,BaTi 2 Sb 2 O
625,hott2013review-CC,46,Ba 1−x Na x Ti 2 Sb 2 O
626,hott2013review-CC,48,LaFeAsO
627,hott2013review-CC,48,Gd 0.8 Th 0.2 FeAsO
628,hott2013review-CC,49,BaFe 2-x Co x As 2
629,hott2013review-CC,49,x = 0.06
630,hott2013review-CC,52,SnMo 6 S 8
631,hott2013review-CC,52,PbMo 6 S 8
632,hott2013review-CC,52,Gd 0.2 PbMo 6 S 8
633,hott2013review-CC,54,2H-NbSe 2
634,hott2013review-CC,54,2H-TaS 2
635,hott2013review-CC,54,1T-TiSe 2
636,hott2013review-CC,54,Cu-doping
637,hott2013review-CC,54,2H-MoS 2
638,hott2013review-CC,54,2H-MoSe 2
639,hott2013review-CC,54,2H-WS 2
640,hott2013review-CC,55,Bi 4 O 4 S 3
641,hott2013review-CC,57,PuCoGa 5
642,hott2013review-CC,75,CeCu 2 Si 2
643,hott2013review-CC,75,CeCoIn 5
644,hott2013review-CC,75,CePt 3 Si
645,hott2013review-CC,75,β-YbAl 4 B
646,hott2013review-CC,79,UPt 3
647,hott2013review-CC,79,UPt 3
648,hott2013review-CC,79,UPt 3
649,hott2013review-CC,79,UPd 2 Al 3
650,hott2013review-CC,79,
651,hott2013review-CC,81,URu 2 Si 2
652,hott2013review-CC,83,UBe 13
653,hott2013review-CC,83,UBe 13
654,hott2013review-CC,84,PuCoGa 5
655,hott2013review-CC,84,PuRhGa 5
656,hott2013review-CC,84,NpPd 5 Al 2
657,hott2013review-CC,85,PrOs 4 Sb 12
658,hott2013review-CC,86,x ~ 0.6
659,hott2013review-CC,86,x = 1 compound PrRu 4 Os 12
660,hott2013review-CC,86,PrOs 4 Sb 12 (x = 0)
661,hott2013review-CC,86,PrOs 4 Sb 12 (x = 0)
662,hott2013review-CC,86,
663,hott2013review-CC,88,NbN
664,hott2013review-CC,89,La 3 Ni 2 B 2 N 3
665,hott2013review-CC,89,Li 0.48 (THF) y HfNCl containing cointercalated tetrahydrofuran solvent (THF)
666,hott2013review-CC,89,"A x TiNCl (A = Li, Na, K, Rb)"
667,hott2013review-CC,90,NbC
668,hott2013review-CC,90,MoC
669,hott2013review-CC,90,(TMTSF)PF 6
670,hott2013review-CC,90,C 60
671,hott2013review-CC,91,(TMTSF) 2 ClO 4
672,hott2013review-CC,92,(BEDT-TTF) 2 Cu[N(CN) 2 ]Br
673,hott2013review-CC,92,(BEDT-TTF) 2 Cu(NCS) 2
674,hott2013review-CC,94,diamond
675,hott2013review-CC,94,diamond
676,hott2013review-CC,94,silicon carbide
677,hott2013review-CC,94,~ 1 at % boron
678,hott2013review-CC,94,silicon thin films
679,hott2013review-CC,94,boron doping concentration homogenously up to 11 at %
680,hott2013review-CC,94,KC 8
681,hott2013review-CC,94,KHgC 8
682,hott2013review-CC,94,KTl 1.5 C 4
683,hott2013review-CC,94,YbC 6
684,hott2013review-CC,94,CaC 6
685,hott2013review-CC,94,Li 3 Ca 2 C 6
686,hott2013review-CC,94,"graphene, the atomic monolayer modification of graphite, Li-or Ca-decoration"
687,hott2013review-CC,94,Rb 3 C 60
688,hott2013review-CC,94,Cs 3 C 60
689,hott2013review-CC,95,alkali-doped picene and dibenzopentacen
690,hott2013review-CC,95,alkali-doped picene and dibenzopentacen
691,hott2013review-CC,96,double- wall carbon natotubes (DWNT)
692,hott2013review-CC,102,nonmagnetic YNi 2 B 2 C and LuNi 2 B 2 C
693,hott2013review-CC,102,nonmagnetic YNi 2 B 2 C and LuNi 2 B 2 C
694,hott2013review-CC,105,MgB 2
695,hott2013review-CC,107,MgB 2
696,hott2013review-CC,132,Li + THF cointercalated β-HfNCl
697,chu2009high-CC,4,HgBa 2 Ca 2 Cu 3 O 9+δ (Hg1223)
698,chu2009high-CC,4,HgBa 2 Ca 2 Cu 3 O 9+δ (Hg1223)
699,chu2009high-CC,5,electron-doped LaOFeAs (La1111)
700,chu2009high-CC,5,011
701,chu2009high-CC,6,electron-doped LaOFeAs
702,chu2009high-CC,6,electron-doped La1111
703,chu2009high-CC,7,
704,chu2009high-CC,12,011
705,chu2009high-CC,12,011
706,chu2009high-CC,14,electron doped La(O 1-x F x )FeAs
707,chu2009high-CC,14,polycrystalline optimally doped La(O 1-x F x )FeAs with nominal x = 0.11
708,chu2009high-CC,14,polycrystalline optimally doped La(O 1-x F x )FeAs with nominal x = 0.11
709,chu2009high-CC,14,
710,chu2009high-CC,16,Sm(O 1-x F x )FeAs
711,chu2009high-CC,16,"x = 0.05, 0.13 and 0.3"
712,chu2009high-CC,16,"x = 0.05, 0.13 and 0.3"
713,chu2009high-CC,16,"x = 0.05, 0.13 and 0.3"
714,chu2009high-CC,16,"x = 0.05, 0.13 and 0.3"
715,chu2009high-CC,18,x = 0.11 and 0.05
716,chu2009high-CC,18,x = 0.11 and 0.05
717,chu2009high-CC,18,x = 0.11
718,chu2009high-CC,18,x = 0.11
719,chu2009high-CC,18,x = 0.11
720,chu2009high-CC,18,x = 0.11
721,chu2009high-CC,18,La(O 1- x F x )FeAs
722,chu2009high-CC,18,x = 0.4
723,chu2009high-CC,20,"x = 0 (undoped), 0.05 (underdoped), 0.11(optimally doped)"
724,chu2009high-CC,20,"x = 0 (undoped), 0.05 (underdoped), 0.11(optimally doped)"
725,chu2009high-CC,20,"x = 0 (undoped), 0.05 (underdoped), 0.11(optimally doped)"
726,chu2009high-CC,20,"x = 0 (undoped), 0.05 (underdoped), 0.11(optimally doped)"
727,chu2009high-CC,20,x=0.14
728,chu2009high-CC,21,x = 0.11 and 0.14
729,chu2009high-CC,21,x = 0.05 and 0
730,chu2009high-CC,21,x = 0.05 and 0
731,chu2009high-CC,21,LaOFeP
732,chu2009high-CC,21,LaOFeP
733,chu2009high-CC,21,LaOFeP
734,chu2009high-CC,21,LaOFeP
735,chu2009high-CC,23,"RO 1-y FeAs (R=Sm, Nd, Gd)"
736,chu2009high-CC,23,"NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85"
737,chu2009high-CC,23,"NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85"
738,chu2009high-CC,23,"NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85"
739,chu2009high-CC,23,"NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85"
740,chu2009high-CC,23,1-y = 0.85
741,chu2009high-CC,25,x ~ 0.4 -0.5
742,chu2009high-CC,26,(Ba 1-x K x )Fe 2 As 2 with x = 0.45
743,chu2009high-CC,27,Ba(Fe 1- x Co x ) 2 As 2 (x=0.1)
744,chu2009high-CC,30,single crystal CaFe 2 As 2
745,chu2009high-CC,30,
746,chu2009high-CC,37,single crystal of SrFe 2 As 2
747,chu2009high-CC,37,single crystal of SrFe 2 As 2
748,chu2009high-CC,37,single crystal of SrFe 2 As 2
749,chu2009high-CC,37,single crystal of SrFe 2 As 2
750,chu2009high-CC,39,SrFe 2 As 2
751,chu2009high-CC,39,SrFe 2 As 2 single crystals
752,chu2009high-CC,39,
753,chu2009high-CC,40,BaFe 2 As 2
754,chu2009high-CC,43,LiFeAs
755,chu2009high-CC,43,NaFeAs
756,chu2009high-CC,46,undoped EuFe 2 (As 0.7 P 0.3 ) 2
757,chu2009high-CC,46,BaFe 2 (As 1-x P x ) 2
758,chu2009high-CC,49,FeSe x
759,chu2009high-CC,49,α-FeSe x
760,chu2009high-CC,53,FeSe
761,mydeen2010temperature-CC,2,LaFeAsO 0.89 F 0.11
762,mydeen2010temperature-CC,2,LaFeAsO 0.89 F 0.11
763,mydeen2010temperature-CC,4,"As free ""111"" compound LiFeP"
764,mydeen2010temperature-CC,7,
765,SCinTiO_1612.02502-CC,1,mercury
766,SCinTiO_1612.02502-CC,1,Magnesium diboride
767,SCinTiO_1612.02502-CC,1,sulphur hydride
768,SCinTiO_1612.02502-CC,1,Ti4O7
769,SCinTiO_1612.02502-CC,1,g-Ti3O5 films synthesized using advanced epitaxial growth on specific oxide substrates
770,SCinTiO_1612.02502-CC,12,Ti4O7
771,SCinTiO_1612.02502-CC,12,g-Ti3O5
772,SCinTiO_1612.02502-CC,12,TiO
773,SCinTiO_1612.02502-CC,12,NbO
774,SCinTiO_1612.02502-CC,12,SnO
775,SCinTiO_1612.02502-CC,15,Ti4O7 film
776,SCinTiO_1612.02502-CC,26,Ti4O7 film
777,SCinTiO_1612.02502-CC,26,Ti4O7 film
778,SCinTiO_1612.02502-CC,26,Ti4O7 film
779,SCinTiO_1612.02502-CC,26,Ti4O7 film
780,SCinTiO_1612.02502-CC,26,g-Ti3O5 film
781,SCinTiO_1612.02502-CC,26,g-Ti3O5 film
782,SCinTiO_1612.02502-CC,26,g-Ti3O5 film
783,SCinTiO_1612.02502-CC,26,g-Ti3O5 film
784,SCinTiO_1612.02502-CC,26,Ti4O7 film
785,SCinTiO_1612.02502-CC,26,Ti4O7 film
786,SCinTiO_1612.02502-CC,26,Ti4O7 film
787,SCinTiO_1612.02502-CC,26,Ti4O7 film
788,SCinTiO_1612.02502-CC,26,Ti4O7 film
789,SCinTiO_1612.02502-CC,26,Ti4O7 film
790,SCinTiO_1612.02502-CC,42,Ti4O7 film
791,Tc4k_interfaceBi_Ni-CC,1,Ni/Bi bilayers
792,Tc4k_interfaceBi_Ni-CC,4,Ni(3 nm)/Bi(20 nm)
793,Tc4k_interfaceBi_Ni-CC,8,Bi(15 nm)/Ni(4 nm)
794,Tc4k_interfaceBi_Ni-CC,8,Ni(6 nm)
795,Tc4k_interfaceBi_Ni-CC,8,35 nm of Bi
796,Tc4k_interfaceBi_Ni-CC,10,Indium
797,1802.03907-CC,1,Sr 2 VFeAsO 3 (21113V)
798,1802.03907-CC,3,Sr 2 ScFePO 3
799,1802.03907-CC,3,Sr 2 VFeAsO 3
800,1802.03907-CC,3,"Sr 2 (Mg, Ti)FeAsO 3"
801,1802.03907-CC,3,Ca 2 AlFePO 3-y
802,1802.03907-CC,3,Ca 2 AlFeAsO 3-y
803,1802.03907-CC,4,Sr 2 VFeAsO 3−δ
804,1802.03907-CC,22,0.031 ≤ δ ≤ 0.145
805,1802.03907-CC,22,0.031 ≤ δ ≤ 0.145
806,1802.03907-CC,40,δ = 0.145
807,1802.09882-CC,3,Sn 1−x In x Te
808,Rb2Cr3As3_quasi1D_SC1412.2596-CC,1,Rb2Cr3As3
809,Rb2Cr3As3_quasi1D_SC1412.2596-CC,3,K 2 Cr 3 As 3
810,Rb2Cr3As3_quasi1D_SC1412.2596-CC,4,Tl 2 Mo 6 Se 6
811,Rb2Cr3As3_quasi1D_SC1412.2596-CC,4,Rb 2 Cr 3 As 3
812,Rb2Cr3As3_quasi1D_SC1412.2596-CC,8,Rb 2 Cr 3 As 3 polycrystalline
813,Rb2Cr3As3_quasi1D_SC1412.2596-CC,16,Rb2Cr3As3
814,Rb2Cr3As3_quasi1D_SC1412.2596-CC,16,Rb2Cr3As3
815,HfV2O431805.08285-CC,1,HfV 2 Ga 4
816,HfV2O431805.08285-CC,1,HfV 2 Ga 4
817,HfV2O431805.08285-CC,3,HfV 2 Ga 4
818,HfV2O431805.08285-CC,12,HfV 2 Ga 4
819,HfV2O431805.08285-CC,12,HfV 2 Ga 4
820,HfV2O431805.08285-CC,27,HfV 2 Ga 4
821,HfV2O431805.08285-CC,27,HfV 2 Ga 4
822,MAT0305503-CC,1,Na0.31CoO2•1.3H2O
823,MAT0305503-CC,1,Na0.31CoO2•1.3H2O
824,MAT0305503-CC,1,Na0.31CoO2•1.3H2O
825,MAT0305503-CC,1,Na 0.31 CoO 2 •1.3H 2 O
826,MAT0305503-CC,1,Na0.31CoO2•1.3H2O
827,MAT0305503-CC,7,Na 0.31 CoO 2 •1.3H 2 O
828,MAT0305503-CC,7,Na 0.31 CoO 2 •1.3H 2 O
829,MAT0305503-CC,10,
830,MAT0106521-CC,1,Cd 2 Re 2 O 7
831,MAT0106521-CC,4,Cd 2 Re 2 O 7
832,MAT0106521-CC,6,Cd 2 Re 2 O 7
833,MAT0106521-CC,6,Cd 2 Re 2 O 7
834,MAT0106521-CC,6,rhenium
835,MAT0106521-CC,6,Cd 2 Re 2 O 7
836,MAT0106521-CC,6,Cd 2 Re 2 O 7
837,MAT0106521-CC,6,Cd 2 Re 2 O 7
838,MAT0106521-CC,6,Cd 2 Re 2 O 7
839,MAT0106521-CC,6,Cd 2 Re 2 O 7
840,MAT0106521-CC,7,Cd 2 Re 2 O 7
841,MAT0106521-CC,7,
842,P066024502-CC,7,Bi2212 single crystals
843,P066024502-CC,12,Bi2212 single crystal
844,P066024502-CC,15,thinner than 4 unit cells
845,P066024502-CC,23,thinner than 4 unit cells
846,P066132510-CC,1,high- pressure oxidized Cu0.75Mo0.25Sr2YCu2O7.54
847,P066132510-CC,1,high- pressure oxidized Cu0.75Mo0.25Sr2YCu2O7.54
848,P066132510-CC,2,"Cu 1−x Mo x Sr 2 (Y,Ce) s Cu 2 O 5+2s+δ"
849,P066132510-CC,8,Cu 1−x Mo x Sr 2 YCu 2 O 7+δ
850,P066132510-CC,8,underdoped (op- timally doped) Y123
851,P066132510-CC,9,"oxi- dized (Cu,Mo)1212"
852,P066132510-CC,13,optimally doped Y123
853,P066132510-CC,13,optimally-and over-doped La 2−x Sr x CuO 4 (La214) single crystals
854,P066132510-CC,19,over- doped La2−xSrxCuO4 with x=0.259
855,P066132510-CC,19,"(Cu,Mo)1212 powder"
856,P066020501-CC,1,YBa2(Cu1−yCoy)3O 7+δ (y=0.013
857,P066020501-CC,2,fully oxydised superconducting YBa 2 Cu 3 O 7
858,P066020501-CC,4,y=0.013
859,P066020501-CC,19,YBa 2 (Cu 1−y Co y ) 3 O 7+δ (y=0.013
860,P067172501-CC,6,"x Pr =0.1, 0.25 and 0.43"
861,P067172501-CC,6,x Er =0.1
862,P066024503-CC,1,Ce=0.6
863,P066024503-CC,3,Nb-2122
864,P066024503-CC,3,Ta-2122
865,P066024503-CC,5,Ru-2122 materials (for R=Eu)
866,P066024503-CC,11,Eu 2-x Ce x RuSr 2 Cu 2 O 10-δ
867,P066024503-CC,11,Ce=0.6
868,P066024503-CC,12,Nb-2122
869,P066024503-CC,12,Ta-2122
870,NAT3500600,0,potassium-doped C60
871,NAT3500600,1,potassium-doped C60 both as films and bulk
872,NAT3500600,1,potassium-doped C60 both as films and bulk
873,NAT3500600,1,potassium-doped C60 both as films and bulk
874,NAT3500600,1,potassium-doped C60 both as films and bulk
875,NAT3500600,1,potassium-doped C60 both as films and bulk
876,NAT3500600,1,potassium-doped C60 both as films and bulk
877,NAT3500600,1,potassium-doped C60 both as films and bulk
878,NAT3500600,1,potassium-doped C60 both as films and bulk
879,NAT3500600,1,potassium-inter- calated graphite
880,NAT3500600,4,KxC60 film
881,NAT3500600,4,KxC60 film
882,NAT3500600,4,potassium-inter- calated graphite
883,NAT3500600,6,K3C60
884,NAT3500600,6,K3C60
885,NAT3500600,6,potassium-inter- calated graphite
886,NAT3500600,8,KxC60
887,NAT3500600,8,potassium-inter- calated graphite
888,P066214509-CC,3,(Sr 1−x Nd x )CuO 2
889,P066214509-CC,10,Sr 1−x La x CuO 2
890,P066214509-CC,10,x = 0.1
891,P066214509-CC,11,Sr(La)-112
892,P066214509-CC,11,Sr(La)-112
893,P066214509-CC,13,Sr(La)-112
894,P066214509-CC,15,Sr 0.9 La 0.1 CuO 2
895,P066214509-CC,17,Sr0.9La0.1CuO2
896,P066214509-CC,17,Sr0.9La0.1CuO2
897,P066104528-CC,5,LYSCO
898,P066104528-CC,5,LSCO
899,P066104528-CC,5,orthorhombic LSCO
900,P066104528-CC,8,orthorhombic LSCO
901,P063224522-CC,3,MgAlB 2
902,P063224522-CC,3,pure MgB 2
903,P063224522-CC,4,NbB 2
904,P063224522-CC,4,Zr 0.13 Mo 0.87 B 2+x
905,P063224522-CC,18,"0,1,2 and 4 hr"
906,P065224520-CC,3,Sr 1-x La x CuO 2
907,P065224520-CC,3,R 2-x Ce x CuO 4
908,P065224520-CC,5,Sr 0.9 La 0.1 CuO 2
909,P065224520-CC,10,
910,P065224520-CC,16,Sr 0.9 Nd 0.1 CuO 2
911,P065224520-CC,19,YBa 2 Cu 3 O 7
912,P065224520-CC,19,La 1.85 Sr 0.15 CuO 4
913,P064172514-CC,6,BSLCO crys- tals
914,P066020503-CC,7,most overdoped
915,P066020503-CC,8,Bi-2201 polycrystalline
916,P066020503-CC,14,overdoped case of Bi(Pb)-2201
917,MPL0150497-CC,3,x = 0
918,MPL0150497-CC,3,x = 0.015 and 0.05
919,MPL0150497-CC,3,x = 0.015
920,MPL0150497-CC,6,δ = 0.024
921,MPL0150497-CC,6,δ = 0.032
922,MPL0150497-CC,15,δ = 0.032
923,MPL0150497-CC,15,δ = 0.032
924,MPL0150497-CC,15,δ = 0.032
925,MPL0150497-CC,15,δ = 0.032
926,MPL0150497-CC,15,δ = 0.024
927,MPL0150497-CC,23,δ = 0.024
928,MPL0150497-CC,23,δ = 0.032
929,MPL0150497-CC,23,δ = 0.024
930,MPL0150497-CC,23,δ = 0.032
931,MPL0150497-CC,25,underdoped Bi 2 Sr 2 CaCu 2 O 8+δ (Bi2212)
932,MPL0150497-CC,26,Tl 2 Ba 2 CuO 6+δ
933,MPL0150497-CC,28,δ = 0.024
934,MPL0150497-CC,28,δ = 0.024
935,MPL0150497-CC,29,δ = 0.032
936,MPL0150497-CC,29,δ = 0.032
937,P064144524-CC,13,La 2−x Ba x CuO 4 with x = 0.11
938,P064144524-CC,14,single-crystal La 2−x Ba x CuO 4 with x = 0.11
939,P064144524-CC,20,single-crystal La2−xBaxCuO4 with x = 0.11
940,P065104523-CC,2,Sr 2 RuO 4
941,P068214517-CC,1,Na 0.31(3) CoO 2 •1.25(2)D 2 O
942,P068214517-CC,2,Na 0.3 CoO 2 •1.4H 2 O
943,P068214517-CC,2,1/4≤x≤1/3
944,P068214517-CC,2,x≈0.3
945,P068214517-CC,6,Na 0.31 CoO 2 •1.25D 2 O
946,P068214517-CC,17,Na x CoO 2 •yD 2 O
947,P068214517-CC,17,Na contents above x=1/3
948,P068214517-CC,18,Na concentration from 0.30 to 0.26
949,P068214517-CC,19,Na x CoO 2 •yD 2 O
950,P070020503-CC,1,RbOs 2 O 6
951,P070020503-CC,14,RbOs 2 O 6
952,P070020503-CC,16,RbOs 2 O 6
953,P070020503-CC,16,RbOs 2 O 6
954,PHC1910237,2,Sr 2 Nd 1.5 Ce 0.5 NbCu 2 -O 10-δ
955,P072220505-CC,2,MgB 2
956,P072220505-CC,2,MgB 2
957,P072220505-CC,6,MgB 2
958,P072220505-CC,10,poly- crystalline MgB 2
959,P072220505-CC,10,poly- crystalline MgB 2
960,P072220505-CC,10,poly- crystalline MgB 2
961,P072220505-CC,10,poly- crystalline MgB 2
962,P072220505-CC,12,Tantalum
963,P072174508-CC,1,RuSr2GdCu2O8
964,P072174508-CC,2,RuSr 2 GdCu 2 O 8
965,P072174508-CC,2,RuSr 2 EuCu 2 O 8
966,P072174508-CC,2,RuSr 2 SmCu 2 O 8
967,P072174508-CC,7,RuSr2GdCu2 O8
968,P072174508-CC,7,RuSr2GdCu2 O8
969,P072174508-CC,8,
970,P072174508-CC,10,RuSr2GdCu2O8
971,P072174508-CC,11,RuSr2GdCu2O8
972,P072174508-CC,11,RuSr2GdCu2O8
973,P072174508-CC,14,RuSr 2 GdCu 2 O 8
974,P072174508-CC,14,RuSr 2 GdCu 2 O 8
975,P072174508-CC,14,
976,P072174508-CC,19,YBa 2 Cu 3 O 7
